ZONE,SD,COUNTY,telecommuteConstant,CALIB_ITER
118,3,1,0,1
119,3,1,0,1
120,3,1,0,1
121,3,1,0,1
122,3,1,0,1
123,3,1,0,1
124,3,1,0,1
125,3,1,0,1
126,3,1,0,1
127,3,1,0,1
128,3,1,0,1
129,3,1,0,1
130,3,1,0,1
131,3,1,0,1
132,3,1,0,1
133,3,1,0,1
134,3,1,0,1
135,3,1,0,1
136,3,1,0,1
137,3,1,0,1
138,3,1,0,1
139,3,1,0,1
140,3,1,0,1
141,3,1,0,1
142,3,1,0,1
143,3,1,0,1
144,3,1,0,1
145,3,1,0,1
146,3,1,0,1
147,3,1,0,1
148,3,1,0,1
149,3,1,0,1
150,3,1,0,1
151,3,1,0,1
152,3,1,0,1
153,3,1,0,1
154,3,1,0,1
155,3,1,0,1
156,3,1,0,1
157,3,1,0,1
158,3,1,0,1
159,3,1,0,1
160,3,1,0,1
161,3,1,0,1
162,3,1,0,1
163,3,1,0,1
164,3,1,0,1
165,3,1,0,1
166,3,1,0,1
167,3,1,0,1
168,4,1,0,1
169,4,1,0,1
170,4,1,0,1
171,4,1,0,1
172,4,1,0,1
173,4,1,0,1
174,4,1,0,1
175,4,1,0,1
176,4,1,0,1
177,4,1,0,1
178,4,1,0,1
179,4,1,0,1
180,4,1,0,1
181,4,1,0,1
182,4,1,0,1
183,4,1,0,1
184,4,1,0,1
185,4,1,0,1
186,4,1,0,1
187,4,1,0,1
188,4,1,0,1
189,4,1,0,1
190,4,1,0,1
191,5,2,0,1
192,5,2,0,1
193,5,2,0,1
194,5,2,0,1
195,5,2,0,1
196,5,2,0,1
197,5,2,0,1
198,5,2,0,1
199,5,2,0,1
200,5,2,0,1
201,5,2,0,1
202,5,2,0,1
203,5,2,0,1
204,5,2,0,1
205,5,2,0,1
206,5,2,0,1
207,5,2,0,1
208,5,2,0,1
209,5,2,0,1
210,5,2,0,1
211,5,2,0,1
212,5,2,0,1
213,5,2,0,1
214,5,2,0,1
215,5,2,0,1
216,5,2,0,1
217,5,2,0,1
218,5,2,0,1
219,5,2,0,1
220,5,2,0,1
221,5,2,0,1
222,5,2,0,1
223,5,2,0,1
224,5,2,0,1
225,5,2,0,1
226,5,2,0,1
227,5,2,0,1
228,5,2,0,1
229,5,2,0,1
230,5,2,0,1
231,5,2,0,1
232,5,2,0,1
233,5,2,0,1
234,5,2,0,1
235,5,2,0,1
236,5,2,0,1
237,5,2,0,1
238,5,2,0,1
239,5,2,0,1
240,5,2,0,1
241,5,2,0,1
242,5,2,0,1
243,5,2,0,1
244,5,2,0,1
245,5,2,0,1
246,5,2,0,1
247,5,2,0,1
248,5,2,0,1
249,6,2,0,1
250,6,2,0,1
251,6,2,0,1
252,6,2,0,1
253,6,2,0,1
254,6,2,0,1
255,6,2,0,1
256,6,2,0,1
257,6,2,0,1
258,6,2,0,1
259,6,2,0,1
260,6,2,0,1
261,6,2,0,1
262,6,2,0,1
263,6,2,0,1
264,6,2,0,1
265,6,2,0,1
266,6,2,0,1
267,6,2,0,1
268,6,2,0,1
269,6,2,0,1
270,6,2,0,1
271,6,2,0,1
272,6,2,0,1
273,6,2,0,1
274,6,2,0,1
275,6,2,0,1
276,6,2,0,1
277,6,2,0,1
278,6,2,0,1
279,6,2,0,1
280,6,2,0,1
281,6,2,0,1
282,6,2,0,1
283,6,2,0,1
284,6,2,0,1
285,6,2,0,1
286,6,2,0,1
287,6,2,0,1
288,6,2,0,1
289,6,2,0,1
290,6,2,0,1
291,6,2,0,1
292,6,2,0,1
293,6,2,0,1
294,6,2,0,1
295,6,2,0,1
296,6,2,0,1
297,7,2,0,1
298,7,2,0,1
299,7,2,0,1
300,7,2,0,1
301,7,2,0,1
302,7,2,0,1
303,7,2,0,1
304,7,2,0,1
305,7,2,0,1
306,7,2,0,1
307,7,2,0,1
308,7,2,0,1
309,7,2,0,1
310,7,2,0,1
311,7,2,0,1
312,7,2,0,1
313,7,2,0,1
314,7,2,0,1
315,7,2,0,1
316,7,2,0,1
317,7,2,0,1
318,7,2,0,1
319,7,2,0,1
320,7,2,0,1
321,7,2,0,1
322,7,2,0,1
323,7,2,0,1
324,7,2,0,1
325,7,2,0,1
326,7,2,0,1
327,7,2,0,1
328,7,2,0,1
329,7,2,0,1
330,7,2,0,1
331,7,2,0,1
332,7,2,0,1
333,7,2,0,1
334,7,2,0,1
335,7,2,0,1
336,7,2,0,1
337,7,2,0,1
338,7,2,0,1
339,7,2,0,1
340,7,2,0,1
341,7,2,0,1
342,7,2,0,1
343,7,2,0,1
344,7,2,0,1
345,7,2,0,1
346,7,2,0,1
347,8,3,0,1
348,8,3,0,1
349,8,3,0,1
350,8,3,0,1
351,8,3,0,1
352,8,3,0,1
353,8,3,0,1
354,8,3,0,1
355,8,3,0,1
356,8,3,0,1
357,8,3,0,1
358,8,3,0,1
359,8,3,0,1
360,8,3,0,1
361,8,3,0,1
362,8,3,0,1
363,8,3,0,1
364,8,3,0,1
365,8,3,0,1
366,8,3,0,1
367,8,3,0,1
368,8,3,0,1
369,8,3,0,1
370,8,3,0,1
371,8,3,0,1
372,8,3,0,1
373,8,3,0,1
374,8,3,0,1
375,8,3,0,1
376,8,3,0,1
377,8,3,0,1
378,8,3,0,1
379,8,3,0,1
380,8,3,0,1
381,8,3,0,1
382,8,3,0,1
383,8,3,0,1
384,8,3,0,1
385,8,3,0,1
386,8,3,0,1
387,8,3,0,1
388,8,3,0,1
389,8,3,0,1
390,8,3,0,1
391,9,3,0,1
392,9,3,0,1
393,9,3,0,1
394,9,3,0,1
395,9,3,0,1
396,9,3,0,1
397,9,3,0,1
398,9,3,0,1
399,9,3,0,1
400,9,3,0,1
401,9,3,0,1
402,9,3,0,1
403,9,3,0,1
404,9,3,0,1
405,9,3,0,1
406,9,3,0,1
407,9,3,0,1
408,9,3,0,1
409,9,3,0,1
410,9,3,0,1
411,9,3,0,1
412,9,3,0,1
413,9,3,0,1
414,9,3,0,1
415,9,3,0,1
416,9,3,0,1
417,9,3,0,1
418,9,3,0,1
419,9,3,0,1
420,9,3,0,1
421,9,3,0,1
422,9,3,0,1
423,9,3,0,1
424,9,3,0,1
425,9,3,0,1
426,9,3,0,1
427,9,3,0,1
428,9,3,0,1
429,9,3,0,1
430,9,3,0,1
431,9,3,0,1
432,9,3,0,1
433,9,3,0,1
434,9,3,0,1
435,9,3,0,1
436,9,3,0,1
437,9,3,0,1
438,9,3,0,1
439,9,3,0,1
440,9,3,0,1
441,9,3,0,1
442,9,3,0,1
443,9,3,0,1
444,9,3,0,1
445,9,3,0,1
446,9,3,0,1
447,9,3,0,1
448,9,3,0,1
449,9,3,0,1
450,9,3,0,1
451,9,3,0,1
452,9,3,0,1
453,9,3,0,1
454,9,3,0,1
455,9,3,0,1
456,9,3,0,1
457,9,3,0,1
458,9,3,0,1
459,9,3,0,1
460,10,3,0,1
461,10,3,0,1
462,10,3,0,1
463,10,3,0,1
464,10,3,0,1
465,10,3,0,1
466,10,3,0,1
467,10,3,0,1
468,10,3,0,1
469,10,3,0,1
470,10,3,0,1
471,10,3,0,1
472,10,3,0,1
473,10,3,0,1
474,10,3,0,1
475,10,3,0,1
476,10,3,0,1
477,10,3,0,1
478,10,3,0,1
479,10,3,0,1
480,10,3,0,1
481,10,3,0,1
482,10,3,0,1
483,10,3,0,1
484,10,3,0,1
485,10,3,0,1
486,10,3,0,1
487,10,3,0,1
488,10,3,0,1
489,10,3,0,1
490,10,3,0,1
491,10,3,0,1
492,10,3,0,1
493,10,3,0,1
494,10,3,0,1
495,10,3,0,1
496,10,3,0,1
497,10,3,0,1
498,10,3,0,1
499,10,3,0,1
500,10,3,0,1
501,10,3,0,1
502,10,3,0,1
503,10,3,0,1
504,10,3,0,1
505,10,3,0,1
506,10,3,0,1
507,10,3,0,1
508,10,3,0,1
509,10,3,0,1
510,10,3,0,1
511,10,3,0,1
512,10,3,0,1
513,10,3,0,1
514,10,3,0,1
515,10,3,0,1
516,10,3,0,1
517,10,3,0,1
518,10,3,0,1
519,10,3,0,1
520,10,3,0,1
521,10,3,0,1
522,11,3,0,1
523,11,3,0,1
524,11,3,0,1
525,11,3,0,1
526,11,3,0,1
527,11,3,0,1
528,11,3,0,1
529,11,3,0,1
530,11,3,0,1
531,11,3,0,1
532,11,3,0,1
533,11,3,0,1
534,11,3,0,1
535,11,3,0,1
536,11,3,0,1
537,11,3,0,1
538,11,3,0,1
539,11,3,0,1
540,11,3,0,1
541,11,3,0,1
542,11,3,0,1
543,11,3,0,1
544,11,3,0,1
545,11,3,0,1
546,11,3,0,1
547,11,3,0,1
548,11,3,0,1
549,11,3,0,1
550,11,3,0,1
551,11,3,0,1
552,11,3,0,1
553,11,3,0,1
554,11,3,0,1
555,11,3,0,1
556,11,3,0,1
557,11,3,0,1
558,11,3,0,1
559,11,3,0,1
560,11,3,0,1
561,11,3,0,1
562,11,3,0,1
563,11,3,0,1
564,11,3,0,1
565,11,3,0,1
566,11,3,0,1
567,11,3,0,1
568,11,3,0,1
569,11,3,0,1
570,11,3,0,1
571,11,3,0,1
572,11,3,0,1
573,11,3,0,1
574,11,3,0,1
575,11,3,0,1
576,11,3,0,1
577,11,3,0,1
578,11,3,0,1
579,11,3,0,1
580,11,3,0,1
581,12,3,0,1
582,12,3,0,1
583,12,3,0,1
584,12,3,0,1
585,12,3,0,1
586,12,3,0,1
587,12,3,0,1
588,12,3,0,1
589,12,3,0,1
590,12,3,0,1
591,12,3,0,1
592,12,3,0,1
593,12,3,0,1
594,12,3,0,1
595,12,3,0,1
596,12,3,0,1
597,12,3,0,1
598,12,3,0,1
599,12,3,0,1
600,12,3,0,1
601,12,3,0,1
602,12,3,0,1
603,12,3,0,1
604,12,3,0,1
605,12,3,0,1
606,12,3,0,1
607,12,3,0,1
608,12,3,0,1
609,12,3,0,1
610,12,3,0,1
611,12,3,0,1
612,12,3,0,1
613,12,3,0,1
614,12,3,0,1
615,12,3,0,1
616,12,3,0,1
617,12,3,0,1
618,12,3,0,1
619,12,3,0,1
620,12,3,0,1
621,12,3,0,1
622,12,3,0,1
623,12,3,0,1
624,12,3,0,1
625,12,3,0,1
626,12,3,0,1
627,12,3,0,1
628,12,3,0,1
629,12,3,0,1
630,12,3,0,1
631,12,3,0,1
632,12,3,0,1
633,12,3,0,1
634,12,3,0,1
635,12,3,0,1
636,12,3,0,1
637,12,3,0,1
638,12,3,0,1
639,12,3,0,1
640,12,3,0,1
641,12,3,0,1
642,12,3,0,1
643,12,3,0,1
644,12,3,0,1
645,12,3,0,1
646,12,3,0,1
647,12,3,0,1
648,12,3,0,1
649,12,3,0,1
650,12,3,0,1
651,12,3,0,1
652,12,3,0,1
653,12,3,0,1
654,12,3,0,1
655,12,3,0,1
656,13,3,0,1
657,13,3,0,1
658,13,3,0,1
659,13,3,0,1
660,13,3,0,1
661,13,3,0,1
662,13,3,0,1
663,13,3,0,1
664,13,3,0,1
665,13,3,0,1
666,13,3,0,1
667,13,3,0,1
668,13,3,0,1
669,13,3,0,1
670,13,3,0,1
671,13,3,0,1
672,13,3,0,1
673,13,3,0,1
674,13,3,0,1
675,13,3,0,1
676,13,3,0,1
677,13,3,0,1
678,13,3,0,1
679,13,3,0,1
680,13,3,0,1
681,13,3,0,1
682,13,3,0,1
683,13,3,0,1
684,13,3,0,1
685,13,3,0,1
686,13,3,0,1
687,13,3,0,1
688,13,3,0,1
689,13,3,0,1
690,13,3,0,1
691,13,3,0,1
692,13,3,0,1
693,13,3,0,1
694,13,3,0,1
695,13,3,0,1
696,13,3,0,1
697,14,3,0,1
698,14,3,0,1
699,14,3,0,1
700,14,3,0,1
701,14,3,0,1
702,14,3,0,1
703,14,3,0,1
704,14,3,0,1
705,14,3,0,1
706,14,3,0,1
707,14,3,0,1
708,14,3,0,1
709,14,3,0,1
710,14,3,0,1
711,14,3,0,1
712,14,3,0,1
713,14,3,0,1
714,14,3,0,1
715,15,4,0,1
716,15,4,0,1
717,15,4,0,1
718,15,4,0,1
719,15,4,0,1
720,15,4,0,1
721,15,4,0,1
722,15,4,0,1
723,15,4,0,1
724,15,4,0,1
725,15,4,0,1
726,15,4,0,1
727,15,4,0,1
728,15,4,0,1
729,15,4,0,1
730,15,4,0,1
731,15,4,0,1
732,15,4,0,1
733,15,4,0,1
734,15,4,0,1
735,15,4,0,1
736,15,4,0,1
737,15,4,0,1
738,15,4,0,1
739,15,4,0,1
740,15,4,0,1
741,15,4,0,1
742,15,4,0,1
743,15,4,0,1
744,15,4,0,1
745,15,4,0,1
746,15,4,0,1
747,16,4,0,1
748,16,4,0,1
749,16,4,0,1
750,16,4,0,1
751,16,4,0,1
752,16,4,0,1
753,16,4,0,1
754,16,4,0,1
755,16,4,0,1
756,16,4,0,1
757,16,4,0,1
758,16,4,0,1
759,16,4,0,1
760,16,4,0,1
761,16,4,0,1
762,16,4,0,1
763,16,4,0,1
764,16,4,0,1
765,16,4,0,1
766,16,4,0,1
767,16,4,0,1
768,16,4,0,1
769,16,4,0,1
770,16,4,0,1
771,16,4,0,1
772,16,4,0,1
773,16,4,0,1
774,16,4,0,1
775,16,4,0,1
776,16,4,0,1
777,16,4,0,1
778,16,4,0,1
779,16,4,0,1
780,16,4,0,1
781,16,4,0,1
782,16,4,0,1
783,16,4,0,1
784,16,4,0,1
785,16,4,0,1
786,16,4,0,1
787,16,4,0,1
788,16,4,0,1
789,16,4,0,1
790,16,4,0,1
791,16,4,0,1
792,16,4,0,1
793,16,4,0,1
794,16,4,0,1
795,16,4,0,1
796,16,4,0,1
797,16,4,0,1
798,16,4,0,1
799,16,4,0,1
800,16,4,0,1
801,16,4,0,1
802,16,4,0,1
803,16,4,0,1
804,17,4,0,1
805,17,4,0,1
806,17,4,0,1
807,17,4,0,1
808,17,4,0,1
809,17,4,0,1
810,17,4,0,1
811,17,4,0,1
812,17,4,0,1
813,17,4,0,1
814,17,4,0,1
815,17,4,0,1
816,17,4,0,1
817,17,4,0,1
818,17,4,0,1
819,17,4,0,1
820,17,4,0,1
821,17,4,0,1
822,17,4,0,1
823,17,4,0,1
824,17,4,0,1
825,17,4,0,1
826,17,4,0,1
827,17,4,0,1
828,17,4,0,1
829,17,4,0,1
830,17,4,0,1
831,17,4,0,1
832,17,4,0,1
833,17,4,0,1
834,17,4,0,1
835,17,4,0,1
836,17,4,0,1
837,17,4,0,1
838,17,4,0,1
839,17,4,0,1
840,17,4,0,1
841,17,4,0,1
842,17,4,0,1
843,17,4,0,1
844,17,4,0,1
845,17,4,0,1
846,17,4,0,1
847,17,4,0,1
848,17,4,0,1
849,17,4,0,1
850,17,4,0,1
851,17,4,0,1
852,17,4,0,1
853,17,4,0,1
854,17,4,0,1
855,17,4,0,1
856,17,4,0,1
857,17,4,0,1
858,17,4,0,1
859,17,4,0,1
860,17,4,0,1
861,17,4,0,1
862,17,4,0,1
863,17,4,0,1
864,17,4,0,1
865,17,4,0,1
866,17,4,0,1
867,17,4,0,1
868,17,4,0,1
869,17,4,0,1
870,17,4,0,1
871,17,4,0,1
872,17,4,0,1
873,17,4,0,1
874,18,4,0,1
875,18,4,0,1
876,18,4,0,1
877,18,4,0,1
878,18,4,0,1
879,18,4,0,1
880,18,4,0,1
881,18,4,0,1
882,18,4,0,1
883,18,4,0,1
884,18,4,0,1
885,18,4,0,1
886,18,4,0,1
887,18,4,0,1
888,18,4,0,1
889,18,4,0,1
890,18,4,0,1
891,18,4,0,1
892,18,4,0,1
893,18,4,0,1
894,18,4,0,1
895,18,4,0,1
896,18,4,0,1
897,18,4,0,1
898,18,4,0,1
899,18,4,0,1
900,18,4,0,1
901,18,4,0,1
902,18,4,0,1
903,18,4,0,1
904,18,4,0,1
905,18,4,0,1
906,18,4,0,1
907,18,4,0,1
908,18,4,0,1
909,18,4,0,1
910,18,4,0,1
911,18,4,0,1
912,18,4,0,1
913,18,4,0,1
914,18,4,0,1
915,18,4,0,1
916,18,4,0,1
917,18,4,0,1
918,18,4,0,1
919,18,4,0,1
920,18,4,0,1
921,18,4,0,1
922,18,4,0,1
923,18,4,0,1
924,18,4,0,1
925,18,4,0,1
926,18,4,0,1
927,18,4,0,1
928,18,4,0,1
929,18,4,0,1
930,18,4,0,1
931,18,4,0,1
932,18,4,0,1
933,18,4,0,1
934,18,4,0,1
935,18,4,0,1
936,18,4,0,1
937,18,4,0,1
938,18,4,0,1
939,18,4,0,1
940,18,4,0,1
941,18,4,0,1
942,18,4,0,1
943,18,4,0,1
944,18,4,0,1
945,18,4,0,1
946,18,4,0,1
947,18,4,0,1
948,18,4,0,1
949,18,4,0,1
950,18,4,0,1
951,18,4,0,1
952,18,4,0,1
953,18,4,0,1
954,18,4,0,1
955,18,4,0,1
956,18,4,0,1
957,18,4,0,1
958,18,4,0,1
959,18,4,0,1
960,18,4,0,1
961,18,4,0,1
962,18,4,0,1
963,18,4,0,1
964,18,4,0,1
965,18,4,0,1
966,18,4,0,1
967,18,4,0,1
968,18,4,0,1
969,18,4,0,1
970,18,4,0,1
971,18,4,0,1
972,18,4,0,1
973,18,4,0,1
974,18,4,0,1
975,18,4,0,1
976,18,4,0,1
977,18,4,0,1
978,18,4,0,1
979,18,4,0,1
980,18,4,0,1
981,18,4,0,1
982,18,4,0,1
983,18,4,0,1
984,18,4,0,1
985,18,4,0,1
986,18,4,0,1
987,18,4,0,1
988,18,4,0,1
989,18,4,0,1
990,18,4,0,1
991,19,4,0,1
992,19,4,0,1
993,19,4,0,1
994,19,4,0,1
995,19,4,0,1
996,19,4,0,1
997,19,4,0,1
998,19,4,0,1
999,19,4,0,1
1000,19,4,0,1
1001,19,4,0,1
1002,19,4,0,1
1003,19,4,0,1
1004,19,4,0,1
1005,19,4,0,1
1006,19,4,0,1
1007,19,4,0,1
1008,19,4,0,1
1009,19,4,0,1
1010,19,4,0,1
1011,19,4,0,1
1012,19,4,0,1
1013,19,4,0,1
1014,19,4,0,1
1015,19,4,0,1
1016,19,4,0,1
1017,19,4,0,1
1018,19,4,0,1
1019,19,4,0,1
1020,19,4,0,1
1021,19,4,0,1
1022,19,4,0,1
1023,19,4,0,1
1024,19,4,0,1
1025,19,4,0,1
1026,19,4,0,1
1027,19,4,0,1
1028,19,4,0,1
1029,19,4,0,1
1030,19,4,0,1
1031,19,4,0,1
1032,19,4,0,1
1033,19,4,0,1
1034,19,4,0,1
1035,19,4,0,1
1036,19,4,0,1
1037,19,4,0,1
1038,19,4,0,1
1039,19,4,0,1
1040,20,5,0,1
1041,20,5,0,1
1042,20,5,0,1
1043,20,5,0,1
1044,20,5,0,1
1045,20,5,0,1
1046,20,5,0,1
1047,20,5,0,1
1048,20,5,0,1
1049,20,5,0,1
1050,20,5,0,1
1051,20,5,0,1
1052,20,5,0,1
1053,20,5,0,1
1054,20,5,0,1
1055,20,5,0,1
1056,20,5,0,1
1057,20,5,0,1
1058,20,5,0,1
1059,20,5,0,1
1060,20,5,0,1
1061,20,5,0,1
1062,20,5,0,1
1063,20,5,0,1
1064,20,5,0,1
1065,20,5,0,1
1066,20,5,0,1
1067,20,5,0,1
1068,20,5,0,1
1069,20,5,0,1
1070,20,5,0,1
1071,20,5,0,1
1072,20,5,0,1
1073,20,5,0,1
1074,20,5,0,1
1075,20,5,0,1
1076,20,5,0,1
1077,20,5,0,1
1078,20,5,0,1
1079,20,5,0,1
1080,20,5,0,1
1081,20,5,0,1
1082,20,5,0,1
1083,20,5,0,1
1084,20,5,0,1
1085,20,5,0,1
1086,20,5,0,1
1087,20,5,0,1
1088,20,5,0,1
1089,20,5,0,1
1090,20,5,0,1
1091,21,5,0,1
1092,21,5,0,1
1093,21,5,0,1
1094,21,5,0,1
1095,21,5,0,1
1096,21,5,0,1
1097,21,5,0,1
1098,21,5,0,1
1099,21,5,0,1
1100,21,5,0,1
1101,21,5,0,1
1102,21,5,0,1
1103,21,5,0,1
1104,21,5,0,1
1105,21,5,0,1
1106,21,5,0,1
1107,21,5,0,1
1108,21,5,0,1
1109,21,5,0,1
1110,21,5,0,1
1111,21,5,0,1
1112,21,5,0,1
1113,21,5,0,1
1114,21,5,0,1
1115,21,5,0,1
1116,21,5,0,1
1117,21,5,0,1
1118,21,5,0,1
1119,21,5,0,1
1120,21,5,0,1
1121,21,5,0,1
1122,21,5,0,1
1123,21,5,0,1
1124,21,5,0,1
1125,21,5,0,1
1126,21,5,0,1
1127,21,5,0,1
1128,21,5,0,1
1129,21,5,0,1
1130,21,5,0,1
1131,21,5,0,1
1132,22,5,0,1
1133,22,5,0,1
1134,22,5,0,1
1135,22,5,0,1
1136,22,5,0,1
1137,22,5,0,1
1138,22,5,0,1
1139,22,5,0,1
1140,22,5,0,1
1141,22,5,0,1
1142,22,5,0,1
1143,22,5,0,1
1144,22,5,0,1
1145,22,5,0,1
1146,22,5,0,1
1147,22,5,0,1
1148,22,5,0,1
1149,22,5,0,1
1150,22,5,0,1
1151,22,5,0,1
1152,22,5,0,1
1153,22,5,0,1
1154,22,5,0,1
1155,22,5,0,1
1156,22,5,0,1
1157,22,5,0,1
1158,22,5,0,1
1159,22,5,0,1
1160,22,5,0,1
1161,23,5,0,1
1162,23,5,0,1
1163,23,5,0,1
1164,23,5,0,1
1165,23,5,0,1
1166,23,5,0,1
1167,23,5,0,1
1168,23,5,0,1
1169,23,5,0,1
1170,23,5,0,1
1171,23,5,0,1
1172,23,5,0,1
1173,23,5,0,1
1174,23,5,0,1
1175,23,5,0,1
1176,23,5,0,1
1177,24,5,0,1
1178,24,5,0,1
1179,24,5,0,1
1180,24,5,0,1
1181,24,5,0,1
1182,24,5,0,1
1183,24,5,0,1
1184,24,5,0,1
1185,24,5,0,1
1186,24,5,0,1
1187,24,5,0,1
1188,24,5,0,1
1189,24,5,0,1
1190,24,5,0,1
1191,24,5,0,1
1192,24,5,0,1
1193,24,5,0,1
1194,24,5,0,1
1195,24,5,0,1
1196,24,5,0,1
1197,24,5,0,1
1198,24,5,0,1
1199,24,5,0,1
1200,24,5,0,1
1201,24,5,0,1
1202,24,5,0,1
1203,24,5,0,1
1204,24,5,0,1
1205,24,5,0,1
1206,24,5,0,1
1207,24,5,0,1
1208,24,5,0,1
1209,24,5,0,1
1210,24,5,0,1
1211,25,6,0,1
1212,25,6,0,1
1213,25,6,0,1
1214,25,6,0,1
1215,25,6,0,1
1216,25,6,0,1
1217,25,6,0,1
1218,25,6,0,1
1219,25,6,0,1
1220,25,6,0,1
1221,25,6,0,1
1222,25,6,0,1
1223,25,6,0,1
1224,25,6,0,1
1225,25,6,0,1
1226,25,6,0,1
1227,25,6,0,1
1228,25,6,0,1
1229,25,6,0,1
1230,25,6,0,1
1231,25,6,0,1
1232,25,6,0,1
1233,25,6,0,1
1234,25,6,0,1
1235,25,6,0,1
1236,25,6,0,1
1237,25,6,0,1
1238,25,6,0,1
1239,25,6,0,1
1240,25,6,0,1
1241,25,6,0,1
1242,25,6,0,1
1243,25,6,0,1
1244,25,6,0,1
1245,25,6,0,1
1246,25,6,0,1
1247,26,6,0,1
1248,26,6,0,1
1249,26,6,0,1
1250,26,6,0,1
1251,26,6,0,1
1252,26,6,0,1
1253,26,6,0,1
1254,26,6,0,1
1255,26,6,0,1
1256,26,6,0,1
1257,26,6,0,1
1258,26,6,0,1
1259,26,6,0,1
1260,26,6,0,1
1261,26,6,0,1
1262,26,6,0,1
1263,26,6,0,1
1264,26,6,0,1
1265,26,6,0,1
1266,26,6,0,1
1267,26,6,0,1
1268,26,6,0,1
1269,26,6,0,1
1270,26,6,0,1
1271,26,6,0,1
1272,26,6,0,1
1273,26,6,0,1
1274,26,6,0,1
1275,26,6,0,1
1276,26,6,0,1
1277,26,6,0,1
1278,26,6,0,1
1279,26,6,0,1
1280,26,6,0,1
1281,26,6,0,1
1282,26,6,0,1
1283,26,6,0,1
1284,26,6,0,1
1285,26,6,0,1
1286,26,6,0,1
1287,26,6,0,1
1288,26,6,0,1
1289,26,6,0,1
1290,26,6,0,1
1291,27,7,0,1
1292,27,7,0,1
1293,27,7,0,1
1294,27,7,0,1
1295,27,7,0,1
1296,27,7,0,1
1297,27,7,0,1
1298,27,7,0,1
1299,27,7,0,1
1300,27,7,0,1
1301,27,7,0,1
1302,27,7,0,1
1303,27,7,0,1
1304,27,7,0,1
1305,27,7,0,1
1306,27,7,0,1
1307,27,7,0,1
1308,27,7,0,1
1309,28,7,0,1
1310,28,7,0,1
1311,28,7,0,1
1312,28,7,0,1
1313,28,7,0,1
1314,28,7,0,1
1315,28,7,0,1
1316,28,7,0,1
1317,28,7,0,1
1318,29,8,0,1
1319,29,8,0,1
1320,29,8,0,1
1321,29,8,0,1
1322,29,8,0,1
1323,29,8,0,1
1324,29,8,0,1
1325,29,8,0,1
1326,29,8,0,1
1327,29,8,0,1
1328,29,8,0,1
1329,29,8,0,1
1330,29,8,0,1
1331,29,8,0,1
1332,29,8,0,1
1333,29,8,0,1
1334,29,8,0,1
1335,29,8,0,1
1336,29,8,0,1
1337,29,8,0,1
1338,29,8,0,1
1339,29,8,0,1
1340,29,8,0,1
1341,29,8,0,1
1342,29,8,0,1
1343,29,8,0,1
1344,29,8,0,1
1345,29,8,0,1
1346,29,8,0,1
1347,29,8,0,1
1348,30,8,0,1
1349,30,8,0,1
1350,30,8,0,1
1351,30,8,0,1
1352,30,8,0,1
1353,30,8,0,1
1354,30,8,0,1
1355,30,8,0,1
1356,30,8,0,1
1357,30,8,0,1
