"source","estimate","dimension_01_name","dimension_01_value","dimension_02_name","dimension_02_value","estimate_name","estimate_value"
"CHTS","Mean commute length","NA","NA","NA","NA","Mean commute length (miles)",13.4183144308015
"CHTS","Mean commute length (exclude intrazonal)","NA","NA","NA","NA","Mean commute length (miles)",13.6083068150484
"CHTS","Mean commute length by person type","Person Type","Driving age student","NA","NA","Mean commute length (miles)",3.0150238067533
"CHTS","Mean commute length by person type","Person Type","Full-time worker","NA","NA","Mean commute length (miles)",14.3655611148295
"CHTS","Mean commute length by person type","Person Type","Part-time worker","NA","NA","Mean commute length (miles)",11.2309944244576
"CHTS","Mean commute length by person type","Person Type","University student","NA","NA","Mean commute length (miles)",9.13003211278699
"CHTS","Mean commute length by person type (exclude intrazonal)","Person Type","Driving age student","NA","NA","Mean commute length (miles)",3.2229544436759
"CHTS","Mean commute length by person type (exclude intrazonal)","Person Type","Full-time worker","NA","NA","Mean commute length (miles)",14.5504871712863
"CHTS","Mean commute length by person type (exclude intrazonal)","Person Type","Part-time worker","NA","NA","Mean commute length (miles)",11.4236691578017
"CHTS","Mean commute length by person type (exclude intrazonal)","Person Type","University student","NA","NA","Mean commute length (miles)",9.28750016708689
"CHTS","Mean commute length by residency (exclude intrazonal)","Residency","Alameda","NA","NA","Mean commute length (miles)",13.6591079951158
"CHTS","Mean commute length by residency (exclude intrazonal)","Residency","Contra Costa","NA","NA","Mean commute length (miles)",17.2784583183167
"CHTS","Mean commute length by residency (exclude intrazonal)","Residency","Marin","NA","NA","Mean commute length (miles)",14.1070636968855
"CHTS","Mean commute length by residency (exclude intrazonal)","Residency","Napa","NA","NA","Mean commute length (miles)",12.3421846451068
"CHTS","Mean commute length by residency (exclude intrazonal)","Residency","San Francisco","NA","NA","Mean commute length (miles)",10.628772881956
"CHTS","Mean commute length by residency (exclude intrazonal)","Residency","San Mateo","NA","NA","Mean commute length (miles)",11.8476654698353
"CHTS","Mean commute length by residency (exclude intrazonal)","Residency","Santa Clara","NA","NA","Mean commute length (miles)",12.7584688286707
"CHTS","Mean commute length by residency (exclude intrazonal)","Residency","Solano","NA","NA","Mean commute length (miles)",17.2060645423037
