"source","estimate","dimension_01_name","dimension_01_value","dimension_02_name","dimension_02_value","estimate_name","estimate_value"
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Driving age student","Duration in Hours","3.5","Share of Tours",0.450141595955433
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Driving age student","Duration in Hours","6","Share of Tours",0.0304145201857083
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Driving age student","Duration in Hours","7","Share of Tours",0.519443883858858
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Full-time worker","Duration in Hours","0.5","Share of Tours",0.0371183325054124
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Full-time worker","Duration in Hours","1","Share of Tours",0.113400828296217
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Full-time worker","Duration in Hours","1.5","Share of Tours",0.157761531671022
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Full-time worker","Duration in Hours","2","Share of Tours",0.130278866313174
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Full-time worker","Duration in Hours","2.5","Share of Tours",0.149380264234303
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Full-time worker","Duration in Hours","3","Share of Tours",0.139380420118379
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Full-time worker","Duration in Hours","3.5","Share of Tours",0.0882005600370929
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Full-time worker","Duration in Hours","4","Share of Tours",0.0340444166284796
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Full-time worker","Duration in Hours","4.5","Share of Tours",0.0311146984058004
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Full-time worker","Duration in Hours","5","Share of Tours",0.0439436903109739
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Full-time worker","Duration in Hours","5.5","Share of Tours",0.0170986686936272
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Full-time worker","Duration in Hours","6","Share of Tours",0.00548430021807063
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Full-time worker","Duration in Hours","6.5","Share of Tours",0.0121268855845913
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Full-time worker","Duration in Hours","7","Share of Tours",0.010146140488427
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Full-time worker","Duration in Hours","7.5","Share of Tours",0.00313831905151506
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Full-time worker","Duration in Hours","8","Share of Tours",0.00393653556483522
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Full-time worker","Duration in Hours","8.5","Share of Tours",0.00256975933608482
