TAZ1454,OPRKCST,PRKCST
1018,155.97928467814452,126.59188321704485
1017,0.0,70.07764963800697
1016,1.6954270073711364,0.0
1015,1.6954270073711364,0.0
1013,2.260569343161515,0.0
1012,0.0,0.0
1011,9.04227737264606,0.0
1010,5.0862810221134085,0.0
1009,0.0,0.0
1006,0.0,0.0
1004,0.0,0.0
1002,0.0,0.0
1003,7.346850365274924,134.50387591811014
995,0.0,0.0
994,0.0,0.0
991,0.0,0.0
918,0.0,0.0
917,0.0,0.0
949,0.0,0.0
948,0.0,0.0
960,0.0,0.0
961,0.0,0.0
964,0.0,0.0
962,0.0,0.0
963,0.0,0.0
959,0.0,0.0
956,0.0,0.0
955,113.02846715807576,0.0
950,113.02846715807576,0.0
951,0.0,0.0
952,0.0,0.0
953,0.0,0.0
954,113.02846715807576,0.0
957,0.0,0.0
958,0.0,0.0
844,0.0,0.0
845,0.0,0.0
850,0.0,0.0
851,0.0,0.0
853,0.0,0.0
852,0.0,0.0
849,0.0,0.0
846,0.0,0.0
848,0.0,0.0
847,0.0,0.0
842,0.0,0.0
840,0.0,0.0
868,0.0,0.0
869,0.0,0.0
870,0.0,0.0
873,0.0,0.0
872,0.0,0.0
871,113.02846715807576,0.0
867,0.0,0.0
866,0.0,0.0
865,0.0,0.0
864,113.02846715807576,0.0
863,0.0,0.0
862,0.0,0.0
861,0.0,0.0
860,0.0,0.0
859,0.0,0.0
858,0.0,0.0
857,0.0,0.0
856,0.0,0.0
854,0.0,0.0
855,0.0,0.0
820,0.0,0.0
821,0.0,0.0
843,0.0,0.0
841,0.0,0.0
839,113.02846715807576,0.0
838,0.0,0.0
837,0.0,0.0
836,0.0,0.0
835,0.0,0.0
834,0.0,0.0
833,0.0,0.0
832,0.0,0.0
831,0.0,0.0
828,0.0,0.0
823,0.0,0.0
822,0.0,0.0
824,0.0,0.0
825,0.0,0.0
826,0.0,0.0
829,0.0,0.0
827,0.0,0.0
830,0.0,0.0
812,0.0,0.0
810,0.0,0.0
811,0.0,0.0
813,0.0,0.0
814,0.0,0.0
815,0.0,0.0
816,0.0,0.0
817,0.0,0.0
818,0.0,0.0
819,0.0,0.0
804,0.0,0.0
805,0.0,0.0
807,0.0,0.0
806,0.0,0.0
808,0.0,0.0
809,0.0,0.0
803,0.0,0.0
802,0.0,0.0
797,0.0,0.0
796,0.0,0.0
793,0.0,0.0
792,0.0,0.0
791,0.0,0.0
798,0.0,0.0
800,0.0,0.0
801,0.0,0.0
795,0.0,0.0
794,0.0,0.0
781,0.0,0.0
782,0.0,0.0
783,0.0,0.0
784,0.0,0.0
787,0.0,0.0
799,0.0,0.0
790,0.0,0.0
788,0.0,0.0
789,0.0,0.0
786,0.0,0.0
785,0.0,0.0
774,0.0,0.0
776,0.0,0.0
778,0.0,0.0
762,0.0,0.0
763,0.0,0.0
777,113.02846715807576,0.0
780,0.0,0.0
779,0.0,0.0
756,0.0,0.0
761,0.0,0.0
760,0.0,0.0
764,0.0,0.0
775,0.0,0.0
766,0.0,0.0
765,0.0,0.0
759,0.0,0.0
757,0.0,0.0
758,0.0,0.0
755,0.0,0.0
753,0.0,0.0
754,0.0,0.0
747,0.0,0.0
748,0.0,0.0
749,0.0,0.0
771,0.0,0.0
770,0.0,0.0
768,0.0,0.0
772,0.0,0.0
773,0.0,0.0
767,0.0,0.0
730,0.0,0.0
731,0.0,0.0
732,0.0,0.0
733,0.0,0.0
734,0.0,0.0
735,0.0,0.0
736,0.0,0.0
737,0.0,0.0
741,0.0,0.0
740,0.0,0.0
738,0.0,0.0
739,0.0,0.0
746,0.0,0.0
743,0.0,0.0
729,0.0,0.0
742,0.0,0.0
744,0.0,0.0
745,0.0,0.0
715,0.0,0.0
725,0.0,0.0
719,0.0,0.0
720,0.0,0.0
728,0.0,0.0
721,0.0,0.0
722,0.0,0.0
716,0.0,0.0
718,0.0,0.0
717,0.0,0.0
723,0.0,0.0
724,0.0,0.0
727,0.0,0.0
726,0.0,0.0
1181,0.0,0.0
1180,0.0,0.0
1182,0.0,0.0
1185,0.0,0.0
1179,0.0,0.0
1178,0.0,0.0
1177,0.0,0.0
1189,0.0,0.0
1188,0.0,0.0
1183,0.0,0.0
1194,0.0,0.0
1191,0.0,0.0
1197,0.0,0.0
1190,0.0,0.0
1192,0.0,0.0
1193,0.0,0.0
1187,0.0,0.0
1184,0.0,0.0
1205,0.0,0.0
1206,0.0,0.0
1203,0.0,0.0
1204,0.0,0.0
1199,0.0,0.0
1198,0.0,0.0
1196,0.0,0.0
1200,0.0,0.0
1207,0.0,0.0
1209,0.0,0.0
1208,0.0,0.0
1210,0.0,0.0
1097,0.0,0.0
1092,0.0,0.0
1093,0.0,0.0
1091,0.0,0.0
1094,0.0,0.0
1095,0.0,0.0
1096,0.0,0.0
1124,0.0,0.0
1126,0.0,0.0
1125,0.0,0.0
1123,0.0,0.0
1127,0.0,0.0
1128,0.0,0.0
1121,0.0,0.0
1129,0.0,0.0
1130,0.0,0.0
1122,0.0,0.0
1113,0.0,0.0
1112,0.0,0.0
1111,0.0,0.0
1110,0.0,0.0
1109,0.0,0.0
1099,0.0,0.0
1108,0.0,0.0
1107,0.0,0.0
1104,0.0,0.0
1106,0.0,0.0
1105,0.0,0.0
1116,0.0,0.0
1115,0.0,0.0
1114,0.0,0.0
1120,0.0,0.0
1117,0.0,0.0
1118,0.0,0.0
1138,0.0,0.0
1119,0.0,0.0
1137,0.0,0.0
1140,0.0,0.0
1141,0.0,0.0
1134,0.0,0.0
1133,0.0,0.0
1149,0.0,0.0
1147,0.0,0.0
1144,0.0,0.0
1143,0.0,0.0
1142,0.0,0.0
1162,0.0,0.0
1172,0.0,0.0
1173,0.0,0.0
1174,0.0,0.0
1169,0.0,0.0
1167,0.0,0.0
1168,0.0,0.0
1175,0.0,0.0
1171,0.0,0.0
1161,0.0,0.0
1170,0.0,0.0
1163,0.0,0.0
1164,0.0,0.0
1165,0.0,0.0
1166,0.0,0.0
1131,0.0,0.0
1132,0.0,0.0
1150,0.0,0.0
1152,0.0,0.0
1148,0.0,0.0
1151,0.0,0.0
1159,0.0,0.0
1160,0.0,0.0
1158,0.0,0.0
1157,0.0,0.0
1156,0.0,0.0
1153,0.0,0.0
1155,0.0,0.0
1154,0.0,0.0
1186,0.0,0.0
1176,0.0,0.0
1195,0.0,0.0
1098,0.0,0.0
1103,0.0,0.0
1139,0.0,0.0
1102,0.0,0.0
1100,0.0,0.0
1101,0.0,0.0
1088,0.0,0.0
1087,0.0,0.0
1090,0.0,0.0
1089,0.0,0.0
1083,0.0,0.0
1082,0.0,0.0
1084,0.0,0.0
1086,0.0,0.0
1085,0.0,0.0
1079,0.0,0.0
1078,0.0,0.0
1077,0.0,0.0
1076,0.0,0.0
1074,0.0,0.0
1081,0.0,0.0
1080,0.0,0.0
1069,0.0,0.0
1068,0.0,0.0
1070,0.0,0.0
1071,0.0,0.0
1073,0.0,0.0
1072,0.0,0.0
1067,0.0,0.0
1066,0.0,0.0
1075,0.0,0.0
1054,0.0,0.0
1055,0.0,0.0
1065,0.0,0.0
1064,0.0,0.0
1056,0.0,0.0
1057,0.0,0.0
1063,0.0,0.0
1061,0.0,0.0
1062,0.0,0.0
1060,0.0,0.0
1059,0.0,0.0
1058,0.0,0.0
1050,0.0,0.0
1049,0.0,0.0
1053,0.0,0.0
1045,0.0,0.0
1052,0.0,0.0
1051,0.0,0.0
1047,0.0,0.0
1048,0.0,0.0
1041,113.02846715807576,0.0
1040,0.0,0.0
1046,0.0,0.0
1042,0.0,0.0
1043,0.0,0.0
1044,0.0,0.0
1404,0.0,0.0
1405,0.0,0.0
1413,0.0,0.0
1412,0.0,0.0
1414,0.0,0.0
1411,0.0,0.0
1409,0.0,0.0
1410,0.0,0.0
1408,0.0,0.0
1406,0.0,0.0
1407,0.0,0.0
1424,0.0,0.0
1425,0.0,0.0
1423,0.0,0.0
1422,0.0,0.0
1421,0.0,0.0
1431,0.0,0.0
1427,0.0,0.0
1426,0.0,0.0
1430,0.0,0.0
1429,0.0,0.0
1428,0.0,0.0
1418,0.0,0.0
1434,0.0,0.0
1419,0.0,0.0
1420,0.0,0.0
1433,0.0,0.0
1432,0.0,0.0
1435,0.0,0.0
1417,0.0,0.0
1436,0.0,0.0
1437,0.0,0.0
1440,0.0,0.0
1441,0.0,0.0
1438,0.0,0.0
1439,0.0,0.0
1447,0.0,0.0
1445,0.0,0.0
1446,0.0,0.0
1444,0.0,0.0
1442,0.0,0.0
1443,0.0,0.0
1452,0.0,0.0
1450,0.0,0.0
1451,0.0,0.0
1449,0.0,0.0
1448,0.0,0.0
1453,0.0,0.0
1454,0.0,0.0
1416,0.0,0.0
1415,0.0,0.0
1301,0.0,0.0
1299,0.0,0.0
1300,0.0,0.0
1295,0.0,0.0
1296,0.0,0.0
1305,0.0,0.0
1297,0.0,0.0
1298,0.0,0.0
1306,0.0,0.0
1304,0.0,0.0
1307,0.0,0.0
1303,0.0,0.0
1302,0.0,0.0
1293,0.0,0.0
1294,0.0,0.0
1292,0.0,0.0
1291,0.0,0.0
1308,0.0,0.0
1309,0.0,0.0
1310,0.0,0.0
1311,0.0,0.0
1315,0.0,0.0
1314,0.0,0.0
1313,0.0,0.0
1312,0.0,0.0
1316,0.0,0.0
1317,0.0,0.0
41,201.75581387716522,108.50732847175273
40,146.3718649697081,0.0
39,141.2855839475947,0.0
38,156.54442701393492,133.93873358231977
37,166.71698905816174,122.07074453072183
36,164.45641971500024,148.6324343128696
35,139.59015694022358,133.93873358231977
34,135.6341605896909,133.93873358231977
33,135.6341605896909,133.93873358231977
32,133.37359124652937,133.93873358231977
28,142.98101095496583,132.24330657494863
27,167.2821313939521,133.93873358231977
25,184.23640146766348,133.93873358231977
24,210.2329489140209,135.6341605896909
26,201.19067154137485,139.02501460443318
29,145.80672263391773,132.24330657494863
31,137.32958759706204,133.93873358231977
6,168.97755840132328,141.2855839475947
30,142.98101095496583,133.93873358231977
7,170.107843072904,131.11302190336787
9,135.6341605896909,136.1993029254813
8,165.0215620507906,140.72044161180432
43,0.0,0.0
51,0.0,0.0
50,76.29421533170114,0.0
44,28.82225912530932,0.0
45,174.62898175922703,133.93873358231977
46,24.30112043898629,133.93873358231977
49,0.0,0.0
71,35.03882481900349,157.1095693497253
48,0.0,0.0
47,115.28903650123728,0.0
75,131.67816423915826,133.93873358231977
73,104.55133212122009,133.93873358231977
72,59.90508759378015,133.93873358231977
70,40.69024817690727,133.93873358231977
74,113.59360949386613,116.41932117281803
68,32.21311314005159,0.0
69,12.998273723178713,0.0
86,21.475408760034394,0.0
77,80.25021168223378,87.59706204750871
76,129.41759489599673,123.76617153809295
78,57.079375914828255,0.0
79,127.72216788862559,133.93873358231977
80,0.0,0.0
85,36.734251826374624,0.0
87,0.0,0.0
88,57.64451825061864,0.0
84,14.12855839475947,133.93873358231977
81,59.339945257989775,133.93873358231977
82,44.08110219164955,133.93873358231977
83,0.0,0.0
89,14.693700730549848,0.0
107,136.76444526127167,105.68161679280084
42,0.0,0.0
106,155.41414234235415,164.45641971500024
105,111.898182486495,198.36495986242295
104,69.51250730221659,0.0
93,0.0,0.0
94,53.123379564295604,0.0
103,15.823985402130607,0.0
102,0.0,0.0
101,196.6695328550518,133.93873358231977
100,163.32613504341947,133.93873358231977
99,8.477135036855682,0.0
98,22.040551095824775,0.0
95,0.0,0.0
96,9.60741970843644,0.0
97,55.9490912432475,0.0
128,31.647970804261213,0.0
129,0.0,0.0
130,0.0,0.0
127,29.387401461099696,0.0
111,80.81535401802417,0.0
114,0.0,0.0
112,0.0,0.0
113,0.0,0.0
116,121.50560219493143,133.93873358231977
115,118.67989051597955,133.93873358231977
117,124.33131387388335,133.93873358231977
118,74.59878832433,0.0
119,60.470229929570536,0.0
120,62.73079927273205,0.0
139,6.7817080294845455,0.0
141,15.823985402130607,0.0
140,0.0,0.0
143,12.433131387388332,0.0
144,0.0,0.0
145,0.0,0.0
147,0.0,0.0
150,0.0,0.0
148,0.0,0.0
121,0.0,0.0
122,9.60741970843644,0.0
123,77.42450000328189,133.93873358231977
124,36.16910949058424,0.0
125,11.302846715807576,0.0
126,0.0,0.0
134,8.477135036855682,0.0
137,0.0,0.0
138,21.475408760034394,0.0
151,0.0,0.0
152,0.0,0.0
135,22.040551095824775,0.0
136,0.0,0.0
160,0.0,0.0
161,18.6496970810825,0.0
165,28.25711678951894,0.0
164,0.0,0.0
162,25.996547446357425,0.0
159,0.0,0.0
163,0.0,0.0
155,0.0,0.0
153,0.0,0.0
154,22.60569343161515,0.0
156,0.0,0.0
90,106.81190146438158,133.93873358231977
91,7.911992701065303,133.93873358231977
176,98.3347664275259,0.0
175,98.3347664275259,0.0
174,0.0,0.0
173,0.0,0.0
172,0.0,0.0
92,0.0,0.0
171,11.867989051597954,0.0
131,0.0,0.0
170,26.561689782147802,0.0
169,36.734251826374624,0.0
132,11.867989051597954,0.0
133,0.0,0.0
166,7.911992701065303,0.0
168,0.0,0.0
167,0.0,0.0
177,54.253664235876364,0.0
178,0.0,0.0
185,22.60569343161515,0.0
184,8.477135036855682,0.0
186,0.0,0.0
187,0.0,0.0
188,131.11302190336787,0.0
189,137.8947299328524,0.0
179,0.0,0.0
181,0.0,0.0
180,0.0,0.0
183,0.0,0.0
182,0.0,0.0
66,72.90336131695886,0.0
65,73.46850365274925,0.0
62,86.46677737592796,90.98791606225099
58,51.427952556924474,0.0
57,0.0,0.0
67,39.559963505326515,0.0
64,36.734251826374624,0.0
63,33.90854014742273,0.0
61,61.60051460115129,0.0
60,0.0,0.0
59,16.954270073711363,0.0
54,0.0,0.0
55,0.0,0.0
52,0.0,0.0
56,0.0,0.0
53,0.0,0.0
190,7.346850365274924,0.0
158,0.0,0.0
157,0.0,0.0
146,0.0,0.0
142,13.563416058969091,133.93873358231977
149,0.0,0.0
208,0.0,0.0
207,0.0,0.0
206,0.0,0.0
205,0.0,0.0
202,0.0,0.0
203,113.02846715807576,0.0
204,113.02846715807576,0.0
192,113.02846715807576,0.0
191,0.0,0.0
196,0.0,0.0
195,0.0,0.0
193,0.0,0.0
201,0.0,0.0
194,0.0,0.0
197,0.0,0.0
198,0.0,0.0
200,0.0,0.0
218,113.02846715807576,0.0
199,0.0,0.0
219,0.0,0.0
217,0.0,0.0
214,0.0,0.0
209,0.0,0.0
210,0.0,0.0
211,113.02846715807576,0.0
212,0.0,0.0
213,0.0,0.0
231,0.0,0.0
230,0.0,0.0
220,0.0,0.0
221,0.0,0.0
222,0.0,0.0
223,0.0,0.0
224,0.0,0.0
225,0.0,0.0
226,0.0,0.0
227,0.0,0.0
228,0.0,0.0
229,0.0,0.0
232,0.0,0.0
233,0.0,0.0
236,0.0,0.0
235,0.0,0.0
237,113.02846715807576,0.0
234,0.0,0.0
238,0.0,0.0
239,0.0,0.0
240,0.0,0.0
241,0.0,0.0
242,0.0,0.0
243,0.0,0.0
244,0.0,0.0
245,0.0,0.0
246,0.0,0.0
248,0.0,0.0
247,0.0,0.0
250,0.0,0.0
249,0.0,0.0
251,113.02846715807576,0.0
252,0.0,0.0
254,0.0,0.0
253,0.0,0.0
258,0.0,0.0
259,0.0,0.0
261,0.0,0.0
260,0.0,0.0
257,113.02846715807576,0.0
256,0.0,0.0
255,0.0,0.0
280,0.0,0.0
282,0.0,0.0
291,0.0,0.0
292,0.0,0.0
290,0.0,0.0
285,0.0,0.0
284,113.02846715807576,0.0
283,0.0,0.0
281,113.02846715807576,0.0
278,0.0,0.0
279,0.0,0.0
262,0.0,0.0
263,0.0,0.0
264,0.0,0.0
265,0.0,0.0
270,0.0,0.0
271,0.0,0.0
266,0.0,0.0
273,0.0,0.0
272,0.0,0.0
268,0.0,0.0
267,0.0,0.0
269,0.0,0.0
274,0.0,0.0
277,0.0,0.0
276,0.0,0.0
275,0.0,0.0
286,0.0,0.0
289,0.0,0.0
288,0.0,0.0
287,0.0,0.0
310,0.0,0.0
309,0.0,0.0
318,0.0,0.0
308,0.0,0.0
307,0.0,0.0
306,0.0,0.0
305,0.0,0.0
304,0.0,0.0
302,0.0,0.0
303,0.0,0.0
319,0.0,0.0
317,0.0,0.0
316,0.0,0.0
314,113.02846715807576,0.0
315,113.02846715807576,0.0
326,0.0,0.0
313,0.0,0.0
312,0.0,0.0
311,0.0,0.0
330,0.0,0.0
329,0.0,0.0
327,0.0,0.0
328,0.0,0.0
323,0.0,0.0
324,113.02846715807576,0.0
325,0.0,0.0
320,0.0,0.0
301,0.0,0.0
321,0.0,0.0
322,0.0,0.0
342,0.0,0.0
339,0.0,0.0
338,0.0,0.0
331,0.0,0.0
332,0.0,0.0
333,0.0,0.0
334,0.0,0.0
335,0.0,0.0
336,0.0,0.0
337,0.0,0.0
340,0.0,0.0
341,113.02846715807576,0.0
343,0.0,0.0
344,0.0,0.0
345,0.0,0.0
346,0.0,0.0
298,0.0,0.0
300,0.0,0.0
299,0.0,0.0
295,0.0,0.0
294,0.0,0.0
293,0.0,0.0
296,0.0,0.0
297,0.0,0.0
547,0.0,0.0
546,17.519412409501744,0.0
542,0.0,0.0
541,0.0,0.0
540,0.0,0.0
558,38.99482116953613,109.63761314333348
557,75.72907299591076,126.02674088125447
556,25.996547446357425,98.3347664275259
549,48.03709854218219,0.0
548,0.0,0.0
550,14.12855839475947,0.0
554,15.823985402130607,0.0
551,0.0,0.0
552,0.0,0.0
553,0.0,0.0
555,0.0,0.0
560,17.519412409501744,99.46505109910666
559,0.0,0.0
537,0.0,0.0
535,0.0,0.0
536,0.0,0.0
534,0.0,0.0
533,0.0,0.0
532,0.0,0.0
531,0.0,0.0
528,0.0,0.0
527,0.0,0.0
526,0.0,0.0
529,0.0,0.0
530,0.0,0.0
521,0.0,0.0
519,0.0,0.0
520,0.0,0.0
522,0.0,0.0
523,0.0,0.0
524,0.0,0.0
685,0.0,0.0
683,0.0,0.0
684,0.0,0.0
686,0.0,0.0
687,0.0,0.0
525,0.0,0.0
681,0.0,0.0
682,0.0,0.0
563,0.0,0.0
579,0.0,0.0
578,0.0,0.0
564,0.0,0.0
580,0.0,0.0
577,0.0,0.0
561,0.0,0.0
562,0.0,0.0
566,0.0,0.0
565,0.0,0.0
568,0.0,0.0
573,0.0,0.0
571,0.0,0.0
572,0.0,0.0
576,0.0,0.0
575,0.0,0.0
574,0.0,0.0
567,0.0,0.0
569,0.0,0.0
570,0.0,0.0
582,0.0,0.0
583,0.0,0.0
584,0.0,0.0
642,0.0,0.0
647,0.0,0.0
650,0.0,0.0
651,0.0,0.0
653,0.0,0.0
654,0.0,0.0
644,0.0,0.0
643,0.0,0.0
645,0.0,0.0
646,0.0,0.0
649,0.0,0.0
648,0.0,0.0
652,0.0,0.0
655,0.0,0.0
585,0.0,0.0
581,0.0,0.0
586,0.0,0.0
588,0.0,0.0
587,0.0,0.0
638,0.0,0.0
641,0.0,0.0
639,0.0,0.0
640,0.0,0.0
593,0.0,0.0
592,0.0,0.0
591,0.0,0.0
590,0.0,0.0
595,0.0,0.0
594,0.0,0.0
596,0.0,0.0
597,0.0,0.0
630,0.0,0.0
631,0.0,0.0
632,0.0,0.0
633,0.0,0.0
634,0.0,0.0
589,0.0,0.0
635,0.0,0.0
636,0.0,0.0
629,0.0,0.0
637,0.0,0.0
627,0.0,0.0
628,0.0,0.0
605,0.0,0.0
601,0.0,0.0
626,0.0,0.0
623,0.0,0.0
599,0.0,0.0
600,0.0,0.0
598,0.0,0.0
624,0.0,0.0
625,0.0,0.0
621,0.0,0.0
622,0.0,0.0
616,0.0,0.0
610,0.0,0.0
609,0.0,0.0
619,0.0,0.0
620,0.0,0.0
618,0.0,0.0
617,0.0,0.0
615,0.0,0.0
614,0.0,0.0
613,0.0,0.0
606,0.0,0.0
612,0.0,0.0
611,0.0,0.0
401,0.0,0.0
402,0.0,0.0
422,0.0,0.0
421,0.0,0.0
420,0.0,0.0
413,0.0,0.0
414,0.0,0.0
543,0.0,0.0
443,0.0,0.0
438,0.0,0.0
437,0.0,0.0
442,0.0,0.0
444,0.0,0.0
441,0.0,0.0
439,0.0,0.0
440,0.0,0.0
436,0.0,0.0
545,0.0,0.0
544,0.0,0.0
466,0.0,0.0
465,0.0,0.0
464,0.0,0.0
461,0.0,0.0
463,0.0,0.0
462,0.0,0.0
476,0.0,0.0
478,0.0,0.0
477,0.0,0.0
471,0.0,0.0
470,0.0,0.0
472,0.0,0.0
473,0.0,0.0
467,0.0,0.0
468,0.0,0.0
469,0.0,0.0
504,0.0,0.0
503,0.0,0.0
475,0.0,0.0
501,0.0,0.0
499,0.0,0.0
474,0.0,0.0
502,0.0,0.0
500,0.0,0.0
505,0.0,0.0
506,0.0,0.0
518,0.0,0.0
517,0.0,0.0
515,0.0,0.0
516,0.0,0.0
514,0.0,0.0
511,0.0,0.0
513,0.0,0.0
509,0.0,0.0
508,0.0,0.0
507,0.0,0.0
510,0.0,0.0
497,0.0,0.0
496,0.0,0.0
493,0.0,0.0
498,0.0,0.0
494,0.0,0.0
495,0.0,0.0
490,0.0,0.0
489,0.0,0.0
488,0.0,0.0
487,0.0,0.0
486,0.0,0.0
491,0.0,0.0
492,0.0,0.0
481,0.0,0.0
480,0.0,0.0
483,0.0,0.0
482,0.0,0.0
484,0.0,0.0
479,0.0,0.0
485,0.0,0.0
460,0.0,0.0
459,0.0,0.0
457,0.0,0.0
458,0.0,0.0
454,0.0,0.0
455,0.0,0.0
456,0.0,0.0
453,0.0,0.0
452,0.0,0.0
451,0.0,0.0
449,0.0,0.0
448,0.0,0.0
447,0.0,0.0
445,0.0,0.0
394,0.0,0.0
450,113.02846715807576,0.0
446,0.0,0.0
425,0.0,0.0
423,0.0,0.0
424,0.0,0.0
391,0.0,0.0
393,0.0,0.0
392,0.0,0.0
377,0.0,0.0
376,0.0,0.0
373,0.0,0.0
375,0.0,0.0
374,0.0,0.0
365,0.0,0.0
380,0.0,0.0
372,113.02846715807576,0.0
379,0.0,0.0
378,113.02846715807576,0.0
390,0.0,0.0
381,0.0,0.0
382,0.0,0.0
383,0.0,0.0
389,0.0,0.0
388,0.0,0.0
387,0.0,0.0
386,0.0,0.0
384,0.0,0.0
370,0.0,0.0
371,0.0,0.0
369,0.0,0.0
367,0.0,0.0
366,0.0,0.0
362,0.0,0.0
364,0.0,0.0
363,0.0,0.0
360,0.0,0.0
361,0.0,0.0
358,0.0,0.0
357,0.0,0.0
356,0.0,109.0724708075431
359,0.0,0.0
355,0.0,0.0
354,0.0,0.0
353,0.0,0.0
352,0.0,0.0
368,0.0,0.0
385,0.0,0.0
512,0.0,0.0
688,0.0,0.0
692,0.0,0.0
693,0.0,0.0
695,0.0,0.0
691,0.0,0.0
696,0.0,0.0
694,0.0,0.0
689,0.0,0.0
690,0.0,0.0
656,0.0,0.0
657,0.0,0.0
680,0.0,0.0
674,0.0,0.0
675,0.0,0.0
676,0.0,0.0
670,0.0,0.0
669,0.0,0.0
672,0.0,0.0
671,0.0,0.0
668,0.0,0.0
666,0.0,0.0
667,0.0,0.0
679,0.0,0.0
678,0.0,0.0
673,0.0,0.0
677,0.0,0.0
664,0.0,0.0
665,0.0,0.0
663,0.0,0.0
662,0.0,0.0
660,0.0,0.0
661,0.0,0.0
659,0.0,0.0
658,0.0,0.0
697,0.0,0.0
704,0.0,0.0
700,0.0,0.0
703,0.0,0.0
702,0.0,0.0
701,0.0,0.0
698,0.0,0.0
699,0.0,0.0
712,0.0,0.0
713,0.0,0.0
711,0.0,0.0
710,0.0,0.0
709,0.0,0.0
705,0.0,0.0
708,0.0,0.0
707,0.0,0.0
706,0.0,0.0
714,0.0,0.0
1230,0.0,0.0
1246,0.0,0.0
1229,0.0,0.0
1231,0.0,0.0
1227,0.0,0.0
1228,0.0,0.0
1219,0.0,0.0
1221,0.0,0.0
1220,0.0,0.0
1223,0.0,0.0
1222,0.0,0.0
1238,0.0,0.0
1224,0.0,0.0
1225,0.0,0.0
1226,0.0,0.0
1232,0.0,0.0
1233,0.0,0.0
1242,0.0,0.0
1234,0.0,0.0
1235,0.0,0.0
1236,0.0,0.0
1237,0.0,0.0
1241,0.0,0.0
1240,0.0,0.0
1239,0.0,0.0
1243,0.0,0.0
1244,0.0,0.0
1245,0.0,0.0
1212,0.0,0.0
1211,0.0,0.0
1218,0.0,0.0
1217,0.0,0.0
1216,0.0,0.0
1215,0.0,0.0
1214,0.0,0.0
1213,0.0,0.0
1248,0.0,0.0
1247,0.0,0.0
1249,0.0,0.0
1267,0.0,0.0
1268,0.0,0.0
1269,0.0,0.0
1270,0.0,0.0
1266,0.0,0.0
1250,0.0,0.0
1263,0.0,0.0
1262,0.0,0.0
1265,0.0,0.0
1264,0.0,0.0
1259,0.0,0.0
