MAZ,add_univ_0005,add_mil_0005,add_othnon_0005,add_univ_0510,add_mil_0510,add_othnon_0510,add_univ_1015,add_mil_1015,add_othnon_1015,notes
216957,0,0,0,0,0,0,0,0,0,
216958,0,0,0,0,0,0,0,0,0,
216960,0,0,0,0,0,0,0,0,0,
216962,0,0,0,0,0,0,0,0,0,
216964,0,0,0,0,0,0,0,0,0,
216969,0,0,0,0,0,0,0,0,0,
216971,0,0,0,0,0,0,0,0,0,
216973,0,0,0,0,0,0,0,0,0,
216974,0,0,0,0,0,0,0,0,0,
216975,0,0,0,0,0,0,0,0,0,
216976,0,0,0,0,0,0,0,0,0,
216981,0,0,0,0,0,0,0,0,0,
216983,0,0,0,0,0,0,0,0,0,
216986,0,0,0,0,0,0,0,0,0,
216988,0,0,0,0,0,0,0,0,0,
216989,0,0,0,0,0,0,0,0,0,
216991,0,0,0,0,0,0,0,0,0,
216994,0,0,0,0,0,0,0,0,0,
216996,0,0,0,0,0,0,0,0,0,
216997,0,0,0,0,0,0,0,0,0,
216998,0,0,0,0,0,0,0,0,0,
217001,0,0,0,0,0,0,0,0,0,
217008,0,0,0,0,0,0,0,0,0,
217010,0,0,0,0,0,0,0,0,0,
217011,0,0,0,0,0,0,0,0,0,
217012,0,0,0,0,0,0,0,0,0,
217014,0,0,0,0,0,0,0,0,0,
217023,0,0,0,0,0,0,0,0,0,
217024,0,0,0,0,0,0,0,0,0,
217025,0,0,0,0,0,0,0,0,0,
217029,0,0,0,0,0,0,0,0,0,
217030,0,0,0,0,0,0,0,0,0,
217034,0,0,0,0,0,0,0,0,0,
217037,0,0,0,0,0,0,0,0,0,
217038,0,0,0,0,0,0,0,0,0,
217046,0,0,0,0,0,0,0,0,0,
217047,0,0,0,0,0,0,0,0,0,
217049,0,0,0,0,0,0,0,0,0,
217053,0,0,0,0,0,0,0,0,0,
217054,0,0,0,0,0,0,0,0,0,
217055,0,0,0,0,0,0,0,0,0,
217057,0,0,0,0,0,0,0,0,0,
217061,0,0,0,0,0,0,0,0,0,
217062,0,0,0,0,0,0,0,0,0,
217067,0,0,0,0,0,0,0,0,0,
217071,0,0,0,0,0,0,0,0,0,
217075,0,0,0,0,0,0,0,0,0,
217077,0,0,0,0,0,0,0,0,0,
217086,0,0,0,0,0,0,0,0,0,
217088,0,0,0,0,0,0,0,0,0,
217094,0,0,0,0,0,0,0,0,0,
217104,0,0,0,0,0,0,0,0,0,
217105,0,0,0,0,0,0,0,0,0,
217107,0,0,0,0,0,0,0,0,0,
217109,0,0,0,0,0,0,0,0,0,
217110,0,0,0,0,0,0,0,0,0,
217119,0,0,0,0,0,0,0,0,0,
217123,0,0,0,0,0,0,0,0,0,
217126,0,0,0,0,0,0,0,0,0,
217127,0,0,0,0,0,0,0,0,0,
217129,0,0,0,0,0,0,0,0,0,
217139,0,0,0,0,0,0,0,0,0,
217140,0,0,0,0,0,0,0,0,0,
217141,0,0,0,0,0,0,0,0,0,
217142,0,0,0,0,0,0,0,0,0,
217144,0,0,0,0,0,0,0,0,0,
217147,0,0,0,0,0,0,0,0,0,
217150,0,0,0,0,0,0,0,0,0,
217151,0,0,0,0,0,0,0,0,0,
217152,0,0,0,0,0,0,0,0,0,
217153,0,0,0,0,0,0,0,0,0,
217155,0,0,0,0,0,0,0,0,0,
217159,0,0,0,0,0,0,0,0,0,
217160,0,0,0,0,0,0,0,0,0,
217161,0,0,0,0,0,0,0,0,0,
217164,0,0,0,0,0,0,0,0,0,
217165,0,0,0,0,0,0,0,0,0,
217166,0,0,0,0,0,0,0,0,0,
217167,0,0,0,0,0,0,0,0,0,
217168,0,0,0,0,0,0,0,0,0,
217169,0,0,0,0,0,0,0,0,0,
217170,0,0,0,0,0,0,0,0,0,
217172,0,0,0,0,0,0,0,0,0,
217174,0,0,0,0,0,0,0,0,0,
217178,0,0,0,0,0,0,0,0,0,
217179,0,0,0,0,0,0,0,0,0,
217185,0,0,0,0,0,0,0,0,0,
217188,0,0,0,0,0,0,0,0,0,
217189,0,0,0,0,0,0,0,0,0,
217190,0,0,0,0,0,0,0,0,0,
217192,0,0,0,0,0,0,0,0,0,
217193,0,0,0,0,0,0,0,0,0,
217194,0,0,0,0,0,0,0,0,0,
217199,0,0,0,0,0,0,0,0,0,
217204,0,0,0,0,0,0,0,0,0,
217206,0,0,0,0,0,0,0,0,0,
217208,0,0,0,0,0,0,0,0,0,
217209,0,0,0,0,0,0,0,0,0,
217218,0,0,0,0,0,0,0,0,0,
217219,0,0,0,0,0,0,0,0,0,
217220,0,0,0,0,0,0,0,0,0,
217221,0,0,0,0,0,0,0,0,0,
217222,0,0,0,0,0,0,0,0,0,
217223,0,0,0,0,0,0,0,0,0,
217224,0,0,0,0,0,0,0,0,0,
217226,0,0,0,0,0,0,0,0,0,
217228,0,0,0,300,0,0,120,0,0,Munger east AND Ng House at Stanford
217229,0,0,0,0,0,0,0,0,0,
217233,0,0,0,0,0,0,0,0,0,
217234,0,0,0,0,0,0,0,0,0,
217236,0,0,0,0,0,0,0,0,0,
217237,0,0,0,0,0,0,0,0,0,
217239,0,0,0,0,0,0,0,0,0,
217240,0,0,0,0,0,0,0,0,0,
217241,0,0,0,0,0,0,0,0,0,
217242,0,0,0,0,0,0,0,0,0,
217243,0,0,0,0,0,0,0,0,0,
217245,0,0,0,0,0,0,0,0,0,
217246,0,0,0,0,0,0,0,0,0,
217248,0,0,0,0,0,0,0,0,0,
217249,0,0,0,0,0,0,0,0,0,
217250,0,0,0,0,0,0,0,0,0,
217259,0,0,0,0,0,0,0,0,0,
217262,0,0,0,0,0,0,0,0,0,
217267,0,0,0,0,0,0,0,0,0,
217268,0,0,0,0,0,0,0,0,0,
217269,0,0,0,0,0,0,0,0,0,
217279,0,0,0,0,0,0,0,0,0,
217281,0,0,0,0,0,0,0,0,0,
217286,0,0,0,0,0,0,0,0,0,
217287,0,0,0,0,0,0,0,0,0,
217290,0,0,0,0,0,0,0,0,0,
217294,0,0,0,0,0,0,0,0,0,
217295,0,0,0,0,0,0,0,0,0,
217297,0,0,0,0,0,0,0,0,0,
217298,0,0,0,0,0,0,0,0,0,
217299,0,0,0,0,0,0,0,0,0,
217305,0,0,0,0,0,0,0,0,0,
217306,0,0,0,0,0,0,0,0,0,
217307,0,0,0,0,0,0,0,0,0,
217308,0,0,0,0,0,0,0,0,0,
217312,0,0,0,0,0,0,0,0,0,
217314,0,0,0,0,0,0,0,0,0,
217316,0,0,0,0,0,0,0,0,0,
217318,0,0,0,0,0,0,0,0,0,
217325,0,0,0,0,0,0,0,0,0,
217326,0,0,0,0,0,0,0,0,0,
217327,0,0,0,0,0,0,0,0,0,
217333,0,0,0,0,0,0,0,0,0,
217334,0,0,0,0,0,0,0,0,0,
217337,0,0,0,0,0,0,0,0,0,
217341,0,0,0,0,0,0,0,0,0,
217342,0,0,0,0,0,0,0,0,0,
217344,0,0,0,0,0,0,0,0,0,
217345,0,0,0,0,0,0,0,0,0,
217346,0,0,0,0,0,0,0,0,0,
217347,0,0,0,0,0,0,0,0,0,
217349,0,0,0,0,0,0,0,0,0,
217351,0,0,0,0,0,0,0,0,0,
217353,0,0,0,0,0,0,0,0,0,
217356,0,0,0,0,0,0,0,0,0,
217357,0,0,0,0,0,0,0,0,0,
217358,0,0,0,0,0,0,0,0,0,
217359,0,0,0,0,0,0,0,0,0,
217360,0,0,0,0,0,0,0,0,0,
217361,0,0,0,0,0,0,0,0,0,
217362,0,0,0,0,0,0,0,0,0,
217364,0,0,0,0,0,0,0,0,0,
217365,0,0,0,0,0,0,0,0,0,
217366,0,0,0,0,0,0,0,0,0,
217368,0,0,0,0,0,0,0,0,0,
217369,0,0,0,0,0,0,0,0,0,
217370,0,0,0,0,0,0,0,0,0,
217371,0,0,0,0,0,0,0,0,0,
217377,0,0,0,0,0,0,0,0,0,
217383,0,0,0,0,0,0,0,0,0,
217384,0,0,0,0,0,0,0,0,0,
217385,0,0,0,0,0,0,0,0,0,
217389,0,0,0,0,0,0,0,0,0,
217393,0,0,0,0,0,0,0,0,0,
217398,0,0,0,0,0,0,0,0,0,
217403,0,0,0,0,0,0,0,0,0,
217405,0,0,0,0,0,0,0,0,0,
217409,0,0,0,0,0,0,0,0,0,
217410,0,0,0,0,0,0,0,0,0,
217413,0,0,0,0,0,0,0,0,0,
217416,0,0,0,0,0,0,0,0,0,
217419,0,0,0,0,0,0,0,0,0,
217421,0,0,0,0,0,0,0,0,0,
217422,0,0,0,0,0,0,0,0,0,
217423,0,0,0,0,0,0,0,0,0,
217425,0,0,0,0,0,0,0,0,0,
217426,0,0,0,0,0,0,0,0,0,
217430,0,0,0,0,0,0,0,0,0,
217434,0,0,0,0,0,0,0,0,0,
217438,0,0,0,0,0,0,0,0,0,
217439,0,0,0,0,0,0,0,0,0,
217440,0,0,0,0,0,0,0,0,0,
217441,0,0,0,0,0,0,0,0,0,
217444,0,0,0,0,0,0,0,0,0,
217446,0,0,0,0,0,0,0,0,0,
217449,0,0,0,0,0,0,0,0,0,
217450,0,0,0,0,0,0,0,0,0,
217456,0,0,0,0,0,0,0,0,0,
217459,0,0,0,0,0,0,0,0,0,
217462,0,0,0,0,0,0,0,0,0,
217463,0,0,0,0,0,0,0,0,0,
217466,0,0,0,0,0,0,0,0,0,
217467,0,0,0,0,0,0,0,0,0,
217469,0,0,0,0,0,0,0,0,0,
217472,0,0,0,0,0,0,0,0,0,
217473,0,0,0,0,0,0,0,0,0,
217474,0,0,0,0,0,0,0,0,0,
217475,0,0,0,0,0,0,0,0,0,
217477,0,0,0,0,0,0,0,0,0,
217480,0,0,0,0,0,0,0,0,0,
217481,0,0,0,0,0,0,0,0,0,
217482,0,0,0,0,0,0,0,0,0,
217485,0,0,0,0,0,0,0,0,0,
217490,0,0,0,0,0,0,0,0,0,
217496,0,0,0,0,0,0,0,0,0,
217502,0,0,0,0,0,0,0,0,0,
217505,0,0,0,0,0,0,0,0,0,
217509,0,0,0,0,0,0,0,0,0,
217511,0,0,0,0,0,0,0,0,0,
217513,0,0,0,0,0,0,0,0,0,
217514,0,0,0,0,0,0,0,0,0,
217515,0,0,0,0,0,0,0,0,0,
217517,0,0,0,0,0,0,0,0,0,
217518,0,0,0,0,0,0,0,0,0,
217519,0,0,0,0,0,0,0,0,0,
217520,0,0,0,0,0,0,0,0,0,
217522,0,0,0,0,0,0,0,0,0,
217523,0,0,0,0,0,0,0,0,0,
217524,0,0,0,0,0,0,0,0,0,
217525,0,0,0,0,0,0,0,0,0,
217526,0,0,0,0,0,0,0,0,0,
217528,0,0,0,0,0,0,0,0,0,
217542,0,0,0,0,0,0,0,0,0,
217543,0,0,0,0,0,0,0,0,0,
217550,0,0,0,0,0,0,0,0,0,
217551,0,0,0,0,0,0,0,0,0,
217552,0,0,0,0,0,0,0,0,0,
217565,0,0,0,0,0,0,0,0,0,
217566,0,0,0,0,0,0,0,0,0,
217573,0,0,0,0,0,0,0,0,0,
217574,0,0,0,0,0,0,0,0,0,
217576,0,0,0,0,0,0,0,0,0,
217577,0,0,0,0,0,0,0,0,0,
217579,0,0,0,0,0,0,0,0,0,
217581,0,0,0,0,0,0,0,0,0,
217585,0,0,0,0,0,0,0,0,0,
217589,0,0,0,0,0,0,0,0,0,
217592,0,0,0,0,0,0,0,0,0,
217596,0,0,0,0,0,0,0,0,0,
217597,0,0,0,0,0,0,0,0,0,
217598,0,0,0,0,0,0,0,0,0,
217603,0,0,0,0,0,0,0,0,0,
217607,0,0,0,0,0,0,0,0,0,
217609,0,0,0,0,0,0,0,0,0,
217614,0,0,0,0,0,0,0,0,0,
217617,0,0,0,0,0,0,0,0,0,
217618,0,0,0,0,0,0,0,0,0,
217622,0,0,0,0,0,0,0,0,0,
217624,0,0,0,0,0,0,0,0,0,
217630,0,0,0,0,0,0,0,0,0,
217632,0,0,0,0,0,0,0,0,0,
217634,0,0,0,0,0,0,0,0,0,
217640,0,0,0,0,0,0,0,0,0,
217644,0,0,0,0,0,0,0,0,0,
217646,0,0,0,0,0,0,0,0,0,
217647,0,0,0,0,0,0,0,0,0,
217648,0,0,0,0,0,0,0,0,0,
217650,0,0,0,0,0,0,0,0,0,
217651,0,0,0,0,0,0,0,0,0,
217655,0,0,0,0,0,0,0,0,0,
217657,0,0,0,0,0,0,0,0,0,
217660,0,0,0,0,0,0,0,0,0,
217662,0,0,0,0,0,0,0,0,0,
217669,0,0,0,0,0,0,0,0,0,
217674,0,0,0,0,0,0,0,0,0,
217675,0,0,0,0,0,0,0,0,0,
217676,0,0,0,0,0,0,0,0,0,
217694,0,0,0,0,0,0,0,0,0,
217695,0,0,0,0,0,0,0,0,0,
217696,0,0,0,0,0,0,0,0,0,
217698,0,0,0,0,0,0,0,0,0,
217705,0,0,0,0,0,0,0,0,0,
217710,0,0,0,0,0,0,0,0,0,
217712,0,0,0,0,0,0,0,0,0,
217714,0,0,0,0,0,0,0,0,0,
217717,0,0,0,0,0,0,436,0,0,kennedy grad at SU
217724,0,0,0,0,0,0,0,0,0,
217725,0,0,0,0,0,0,0,0,0,
217729,0,0,0,0,0,0,0,0,0,
217733,0,0,0,0,0,0,0,0,0,
217734,0,0,0,0,0,0,0,0,0,
217735,0,0,0,0,0,0,0,0,0,
217739,0,0,0,0,0,0,0,0,0,
217744,0,0,0,0,0,0,0,0,0,
217746,0,0,0,0,0,0,0,0,0,
217747,0,0,0,0,0,0,0,0,0,
217751,0,0,0,0,0,0,0,0,0,
217754,0,0,0,0,0,0,0,0,0,
217778,0,0,0,0,0,0,0,0,0,
217779,0,0,0,0,0,0,0,0,0,
217786,0,0,0,0,0,0,0,0,0,
217787,0,0,0,0,0,0,0,0,0,
217793,0,0,0,0,0,0,0,0,0,
217794,0,0,0,0,0,0,0,0,0,
217795,0,0,0,0,0,0,0,0,0,
217799,0,0,0,0,0,0,0,0,0,
217800,0,0,0,0,0,0,0,0,0,
217802,0,0,0,0,0,0,0,0,0,
217804,0,0,0,0,0,0,0,0,0,
217805,0,0,0,0,0,0,0,0,0,
217806,0,0,0,0,0,0,0,0,0,
217807,0,0,0,0,0,0,0,0,0,
217811,0,0,0,0,0,0,0,0,0,
217812,0,0,0,0,0,0,0,0,0,
217813,0,0,0,0,0,0,0,0,0,
217815,0,0,0,0,0,0,0,0,0,
217816,0,0,0,0,0,0,0,0,0,
217818,0,0,0,0,0,0,0,0,0,
217819,0,0,0,0,0,0,0,0,0,
217823,0,0,0,0,0,0,0,0,0,
217825,0,0,0,0,0,0,0,0,0,
217830,0,0,0,0,0,0,0,0,0,
217832,0,0,0,0,0,0,0,0,0,
217833,0,0,0,0,0,0,0,0,0,
217834,0,0,0,0,0,0,0,0,0,
217840,0,0,0,0,0,0,0,0,0,
217841,0,0,0,0,0,0,0,0,0,
217842,0,0,0,0,0,0,0,0,0,
217843,0,0,0,0,0,0,0,0,0,
217844,0,0,0,0,0,0,0,0,0,
217845,0,0,0,0,0,0,0,0,0,
217846,0,0,0,0,0,0,0,0,0,
217847,0,0,0,0,0,0,0,0,0,
217848,0,0,0,0,0,0,0,0,0,
217849,0,0,0,0,0,0,0,0,0,
217850,0,0,0,0,0,0,0,0,0,
217852,0,0,0,0,0,0,0,0,0,
217853,0,0,0,0,0,0,0,0,0,
217855,0,0,0,0,0,0,0,0,0,
217856,0,0,0,0,0,0,0,0,0,
217857,0,0,0,0,0,0,0,0,0,
217858,0,0,0,0,0,0,0,0,0,
217860,0,0,0,0,0,0,0,0,0,
217861,0,0,0,0,0,0,0,0,0,
217862,0,0,0,0,0,0,0,0,0,
217863,0,0,0,0,0,0,0,0,0,
217865,0,0,0,0,0,0,0,0,0,
217866,0,0,0,0,0,0,0,0,0,
217867,0,0,0,0,0,0,0,0,0,
217868,0,0,0,0,0,0,0,0,0,
217870,0,0,0,0,0,0,0,0,0,
217881,0,0,0,0,0,0,0,0,0,
217883,0,0,0,0,0,0,0,0,0,
217884,0,0,0,227,0,0,0,0,0,munger west
217886,0,0,0,0,0,0,0,0,0,
217887,0,0,0,0,0,0,0,0,0,
217889,0,0,0,0,0,0,0,0,0,
217892,0,0,0,0,0,0,0,0,0,
217893,0,0,0,0,0,0,0,0,0,
217895,0,0,0,0,0,0,0,0,0,
217896,0,0,0,0,0,0,0,0,0,
217897,0,0,0,0,0,0,0,0,0,
217898,0,0,0,0,0,0,0,0,0,
217899,0,0,0,0,0,0,0,0,0,
217901,0,0,0,0,0,0,0,0,0,
217905,0,0,0,0,0,0,0,0,0,
217913,0,0,0,0,0,0,0,0,0,
217914,0,0,0,0,0,0,0,0,0,
217915,0,0,0,0,0,0,0,0,0,
217916,0,0,0,0,0,0,0,0,0,
217917,0,0,0,0,0,0,0,0,0,
217918,0,0,0,0,0,0,0,0,0,
217919,0,0,0,0,0,0,0,0,0,
217920,0,0,0,0,0,0,0,0,0,
217922,0,0,0,0,0,0,0,0,0,
217926,0,0,0,0,0,0,0,0,0,
217928,0,0,0,0,0,0,0,0,0,
217929,0,0,0,0,0,0,0,0,0,
217931,0,0,0,0,0,0,0,0,0,
217933,0,0,0,0,0,0,0,0,0,
217934,0,0,0,0,0,0,0,0,0,
217936,0,0,0,0,0,0,0,0,0,
217937,0,0,0,0,0,0,0,0,0,
217938,0,0,0,0,0,0,0,0,0,
217939,0,0,0,0,0,0,0,0,0,
217945,0,0,0,0,0,0,0,0,0,
217947,0,0,0,0,0,0,0,0,0,
217948,0,0,0,0,0,0,0,0,0,
217949,0,0,0,0,0,0,0,0,0,
217951,0,0,0,0,0,0,0,0,0,
217953,0,0,0,0,0,0,0,0,0,
217954,0,0,0,0,0,0,0,0,0,
217958,0,0,0,0,0,0,0,0,0,
217959,0,0,0,0,0,0,0,0,0,
217960,0,0,0,0,0,0,0,0,0,
217961,0,0,0,0,0,0,0,0,0,
217964,0,0,0,0,0,0,0,0,0,
217965,0,0,0,0,0,0,0,0,0,
217966,0,0,0,0,0,0,0,0,0,
217967,0,0,0,0,0,0,0,0,0,
217968,0,0,0,0,0,0,0,0,0,
217969,0,0,0,0,0,0,0,0,0,
217971,0,0,0,0,0,0,0,0,0,
217972,0,0,0,0,0,0,0,0,0,
217973,0,0,0,0,0,0,0,0,0,
217974,0,0,0,0,0,0,0,0,0,
217975,0,0,0,0,0,0,0,0,0,
217978,0,0,0,0,0,0,0,0,0,
217980,0,0,0,0,0,0,0,0,0,
217981,0,0,0,0,0,0,0,0,0,
217983,0,0,0,0,0,0,0,0,0,
217987,0,0,0,0,0,0,0,0,0,
217989,0,0,0,0,0,0,0,0,0,
217990,0,0,0,0,0,0,0,0,0,
217991,0,0,0,0,0,0,0,0,0,
217994,0,0,0,0,0,0,0,0,0,
217997,0,0,0,0,0,0,0,0,0,
218007,0,0,0,0,0,0,0,0,0,
218013,0,0,0,0,0,0,0,0,0,
218017,0,0,0,0,0,0,0,0,0,
218019,0,0,0,0,0,0,0,0,0,
218030,0,0,0,0,0,0,0,0,0,
218032,0,0,0,0,0,0,0,0,0,
218035,0,0,0,0,0,0,0,0,0,
218036,0,0,0,0,0,0,0,0,0,
218037,0,0,0,0,0,0,0,0,0,
218055,0,0,0,0,0,0,0,0,0,
218056,0,0,0,0,0,0,0,0,0,
218059,0,0,0,0,0,0,0,0,0,
218062,0,0,0,0,0,0,0,0,0,
218065,0,0,0,0,0,0,0,0,0,
218070,0,0,0,0,0,0,0,0,0,
218072,0,0,0,0,0,0,0,0,0,
218081,0,0,0,0,0,0,0,0,0,
218084,0,0,0,0,0,0,0,0,0,
218094,0,0,0,0,0,0,0,0,0,
218095,0,0,0,0,0,0,0,0,0,
218096,0,0,0,0,0,0,0,0,0,
218097,0,0,0,0,0,0,0,0,0,
218098,0,0,0,0,0,0,0,0,0,
218105,0,0,0,0,0,0,0,0,0,
218106,0,0,0,0,0,0,0,0,0,
218112,0,0,0,0,0,0,0,0,0,
218114,0,0,0,0,0,0,0,0,0,
218126,0,0,0,0,0,0,0,0,0,
218129,0,0,0,0,0,0,0,0,0,
218131,0,0,0,0,0,0,0,0,0,
218134,0,0,0,0,0,0,0,0,0,
218135,0,0,0,0,0,0,0,0,0,
218136,0,0,0,0,0,0,0,0,0,
218142,0,0,0,0,0,0,0,0,0,
218148,0,0,0,0,0,0,0,0,0,
218149,0,0,0,0,0,0,0,0,0,
218150,0,0,0,0,0,0,0,0,0,
218152,0,0,0,0,0,0,0,0,0,
218153,0,0,0,0,0,0,0,0,0,
218154,0,0,0,0,0,0,0,0,0,
218155,0,0,0,0,0,0,0,0,0,
218156,0,0,0,0,0,0,0,0,0,
218159,0,0,0,0,0,0,0,0,0,
218162,0,0,0,0,0,0,0,0,0,
218163,0,0,0,0,0,0,0,0,0,
218164,0,0,0,0,0,0,0,0,0,
218165,0,0,0,0,0,0,0,0,0,
218166,0,0,0,0,0,0,0,0,0,
218167,0,0,0,0,0,0,0,0,0,
218168,0,0,0,0,0,0,0,0,0,
218169,0,0,0,0,0,0,0,0,0,
218170,0,0,0,0,0,0,0,0,0,
218171,0,0,0,0,0,0,0,0,0,
218174,0,0,0,0,0,0,0,0,0,
218178,0,0,0,0,0,0,0,0,0,
218179,0,0,0,0,0,0,0,0,0,
218180,0,0,0,0,0,0,0,0,0,
218181,0,0,0,0,0,0,0,0,0,
218188,0,0,0,0,0,0,0,0,0,
218192,0,0,0,0,0,0,0,0,0,
218199,0,0,0,0,0,0,0,0,0,
218200,0,0,0,0,0,0,0,0,0,
218201,0,0,0,0,0,0,0,0,0,
218203,0,0,0,0,0,0,0,0,0,
218204,0,0,0,0,0,0,0,0,0,
218205,0,0,0,0,0,0,0,0,0,
218206,0,0,0,0,0,0,0,0,0,
218208,0,0,0,0,0,0,0,0,0,
218209,0,0,0,0,0,0,0,0,0,
218225,0,0,0,0,0,0,0,0,0,
218229,0,0,0,0,0,0,0,0,0,
218230,0,0,0,0,0,0,0,0,0,
218231,0,0,0,0,0,0,0,0,0,
218232,0,0,0,0,0,0,0,0,0,
218233,0,0,0,0,0,0,0,0,0,
218234,0,0,0,0,0,0,0,0,0,
218236,0,0,0,0,0,0,0,0,0,
218238,0,0,0,0,0,0,0,0,0,
218239,0,0,0,0,0,0,0,0,0,
218240,0,0,0,0,0,0,0,0,0,
218241,0,0,0,0,0,0,0,0,0,
218242,0,0,0,0,0,0,0,0,0,
218243,0,0,0,0,0,0,0,0,0,
218254,0,0,0,0,0,0,0,0,0,
218257,0,0,0,0,0,0,0,0,0,
218258,0,0,0,0,0,0,0,0,0,
218268,0,0,0,0,0,0,0,0,0,
218276,0,0,0,0,0,0,0,0,0,
218280,0,0,0,0,0,0,0,0,0,
218288,0,0,0,0,0,0,0,0,0,
218290,0,0,0,0,0,0,0,0,0,
218298,0,0,0,0,0,0,0,0,0,
218309,0,0,0,0,0,0,0,0,0,
218311,0,0,0,0,0,0,0,0,0,
218312,0,0,0,0,0,0,0,0,0,
218319,0,0,0,0,0,0,0,0,0,
218326,0,0,0,0,0,0,0,0,0,
218328,0,0,0,0,0,0,0,0,0,
218333,0,0,0,0,0,0,0,0,0,
218334,0,0,0,0,0,0,0,0,0,
218336,0,0,0,0,0,0,0,0,0,
218337,0,0,0,0,0,0,0,0,0,
218339,0,0,0,0,0,0,0,0,0,
218343,0,0,0,0,0,0,0,0,0,
218344,0,0,0,0,0,0,0,0,0,
218345,0,0,0,0,0,0,0,0,0,
218348,0,0,0,0,0,0,0,0,0,
218349,0,0,0,0,0,0,0,0,0,
218350,0,0,0,0,0,0,0,0,0,
218351,0,0,0,0,0,0,0,0,0,
218352,0,0,0,0,0,0,0,0,0,
218353,0,0,0,0,0,0,0,0,0,
218354,0,0,0,0,0,0,0,0,0,
218355,0,0,0,0,0,0,0,0,0,
218359,0,0,0,0,0,0,0,0,0,
218361,0,0,0,0,0,0,0,0,0,
218362,0,0,0,0,0,0,0,0,0,
218363,0,0,0,0,0,0,0,0,0,
218364,0,0,0,0,0,0,0,0,0,
218365,0,0,0,0,0,0,0,0,0,
218366,0,0,0,0,0,0,0,0,0,
218367,0,0,0,0,0,0,0,0,0,
218369,0,0,0,0,0,0,0,0,0,
218372,0,0,0,0,0,0,0,0,0,
218380,0,0,0,0,0,0,0,0,0,
218381,0,0,0,0,0,0,0,0,0,
218383,0,0,0,0,0,0,0,0,0,
218385,0,0,0,0,0,0,0,0,0,
218388,0,0,0,0,0,0,0,0,0,
218390,0,0,0,0,0,0,0,0,0,
218395,0,0,0,0,0,0,0,0,0,
218398,0,0,0,0,0,0,0,0,0,
218404,0,0,0,0,0,0,0,0,0,
218405,0,0,0,0,0,0,0,0,0,
218407,0,0,0,0,0,0,0,0,0,
218410,0,0,0,0,0,0,0,0,0,
218413,0,0,0,0,0,0,0,0,0,
218421,0,0,0,0,0,0,0,0,0,
218422,0,0,0,0,0,0,0,0,0,
218424,0,0,0,0,0,0,0,0,0,
218427,0,0,0,0,0,0,0,0,0,
218430,0,0,0,0,0,0,0,0,0,
218437,0,0,0,0,0,0,0,0,0,
218439,0,0,0,0,0,0,0,0,0,
218441,0,0,0,0,0,0,0,0,0,
218442,0,0,0,0,0,0,0,0,0,
218443,0,0,0,0,0,0,0,0,0,
218447,0,0,0,0,0,0,0,0,0,
218448,0,0,0,0,0,0,0,0,0,
218449,0,0,0,0,0,0,0,0,0,
218450,0,0,0,0,0,0,0,0,0,
218451,0,0,0,0,0,0,0,0,0,
218454,0,0,0,0,0,0,0,0,0,
218455,0,0,0,0,0,0,0,0,0,
218458,0,0,0,0,0,0,0,0,0,
218459,0,0,0,0,0,0,0,0,0,
218461,0,0,0,0,0,0,0,0,0,
218462,0,0,0,0,0,0,0,0,0,
218464,0,0,0,0,0,0,0,0,0,
218468,0,0,0,0,0,0,0,0,0,
218469,0,0,0,0,0,0,0,0,0,
218470,0,0,0,0,0,0,0,0,0,
218471,0,0,0,0,0,0,0,0,0,
218474,0,0,0,0,0,0,0,0,0,
218475,0,0,0,0,0,0,0,0,0,
218476,0,0,0,0,0,0,0,0,0,
218479,0,0,0,0,0,0,0,0,0,
218480,0,0,0,0,0,0,0,0,0,
218482,0,0,0,0,0,0,0,0,0,
218483,0,0,0,0,0,0,0,0,0,
218486,0,0,0,0,0,0,0,0,0,
218488,0,0,0,0,0,0,0,0,0,
218490,0,0,0,0,0,0,0,0,0,
218493,0,0,0,0,0,0,0,0,0,
218495,0,0,0,0,0,0,0,0,0,
218498,0,0,0,0,0,0,0,0,0,
218499,0,0,0,0,0,0,0,0,0,
218500,0,0,0,0,0,0,0,0,0,
218505,0,0,0,0,0,0,0,0,0,
218511,0,0,0,0,0,0,0,0,0,
218512,0,0,0,0,0,0,0,0,0,
218516,0,0,0,0,0,0,0,0,0,
218521,0,0,0,0,0,0,0,0,0,
218523,0,0,0,0,0,0,0,0,0,
218537,0,0,0,0,0,0,0,0,0,
218539,0,0,0,0,0,0,0,0,0,
218548,0,0,0,0,0,0,0,0,0,
218558,0,0,0,0,0,0,0,0,0,
218559,0,0,0,0,0,0,0,0,0,
218560,0,0,0,0,0,0,0,0,0,
218561,0,0,0,0,0,0,0,0,0,
218565,0,0,0,0,0,0,0,0,0,
218567,0,0,0,0,0,0,0,0,0,
218578,0,0,0,0,0,0,0,0,0,
218583,0,0,0,0,0,0,0,0,0,
218595,0,0,0,0,0,0,0,0,0,
218603,0,0,0,0,0,0,0,0,0,
218607,0,0,0,0,0,0,0,0,0,
218611,0,0,0,0,0,0,0,0,0,
218612,0,0,0,0,0,0,0,0,0,
218613,0,0,0,0,0,0,0,0,0,
218615,0,0,0,0,0,0,0,0,0,
218616,0,0,0,0,0,0,0,0,0,
218617,0,0,0,0,0,0,0,0,0,
218618,0,0,0,0,0,0,0,0,0,
218621,0,0,0,0,0,0,0,0,0,
218623,0,0,0,0,0,0,0,0,0,
218626,0,0,0,0,0,0,0,0,0,
