"source","estimate","dimension_01_name","dimension_01_value","dimension_02_name","dimension_02_value","estimate_name","estimate_value"
"CHTS","Share of school students by home county and school county","Home County","Alameda","School County","San Francisco","Share of Students",NA
"CHTS","Share of school students by home county and school county","Home County","Alameda","School County",NA,"Share of Students",NA
"CHTS","Share of school students by home county and school county","Home County","Contra Costa","School County",NA,"Share of Students",NA
"CHTS","Share of school students by home county and school county","Home County","Marin","School County","San Francisco","Share of Students",NA
"CHTS","Share of school students by home county and school county","Home County","Marin","School County",NA,"Share of Students",NA
"CHTS","Share of school students by home county and school county","Home County","Napa","School County",NA,"Share of Students",NA
"CHTS","Share of school students by home county and school county","Home County","San Francisco","School County","San Francisco","Share of Students",NA
"CHTS","Share of school students by home county and school county","Home County","San Francisco","School County",NA,"Share of Students",NA
"CHTS","Share of school students by home county and school county","Home County","San Mateo","School County","San Francisco","Share of Students",NA
"CHTS","Share of school students by home county and school county","Home County","San Mateo","School County",NA,"Share of Students",NA
"CHTS","Share of school students by home county and school county","Home County","Santa Clara","School County","San Francisco","Share of Students",NA
"CHTS","Share of school students by home county and school county","Home County","Santa Clara","School County",NA,"Share of Students",NA
"CHTS","Share of school students by home county and school county","Home County","Solano","School County","San Francisco","Share of Students",NA
"CHTS","Share of school students by home county and school county","Home County","Solano","School County",NA,"Share of Students",NA
"CHTS","Share of school students by home county and school county","Home County","Sonoma","School County","San Francisco","Share of Students",NA
"CHTS","Share of school students by home county and school county","Home County","Sonoma","School County",NA,"Share of Students",NA
"CHTS","Share of university students by home county and school county","Home County","Alameda","School County","San Francisco","Share of Students",NA
"CHTS","Share of university students by home county and school county","Home County","Alameda","School County",NA,"Share of Students",NA
"CHTS","Share of university students by home county and school county","Home County","Contra Costa","School County","San Francisco","Share of Students",NA
"CHTS","Share of university students by home county and school county","Home County","Contra Costa","School County",NA,"Share of Students",NA
"CHTS","Share of university students by home county and school county","Home County","Marin","School County","San Francisco","Share of Students",NA
"CHTS","Share of university students by home county and school county","Home County","Marin","School County",NA,"Share of Students",NA
"CHTS","Share of university students by home county and school county","Home County","Napa","School County",NA,"Share of Students",NA
"CHTS","Share of university students by home county and school county","Home County","San Francisco","School County","San Francisco","Share of Students",NA
"CHTS","Share of university students by home county and school county","Home County","San Francisco","School County",NA,"Share of Students",NA
"CHTS","Share of university students by home county and school county","Home County","San Mateo","School County","San Francisco","Share of Students",NA
"CHTS","Share of university students by home county and school county","Home County","San Mateo","School County",NA,"Share of Students",NA
"CHTS","Share of university students by home county and school county","Home County","Santa Clara","School County","San Francisco","Share of Students",NA
"CHTS","Share of university students by home county and school county","Home County","Santa Clara","School County",NA,"Share of Students",NA
"CHTS","Share of university students by home county and school county","Home County","Solano","School County","San Francisco","Share of Students",NA
"CHTS","Share of university students by home county and school county","Home County","Solano","School County",NA,"Share of Students",NA
"CHTS","Share of university students by home county and school county","Home County","Sonoma","School County","San Francisco","Share of Students",NA
"CHTS","Share of university students by home county and school county","Home County","Sonoma","School County",NA,"Share of Students",NA
