"source","estimate","dimension_01_name","dimension_01_value","dimension_02_name","dimension_02_value","estimate_name","estimate_value"
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Driving age student","Duration in Hours","1","Share of Tours",0.0290242718770941
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Driving age student","Duration in Hours","2","Share of Tours",0.250099727273112
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Driving age student","Duration in Hours","3","Share of Tours",0.275913066208547
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Driving age student","Duration in Hours","4","Share of Tours",0.223601674095906
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Driving age student","Duration in Hours","5","Share of Tours",0.0716582789305974
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Driving age student","Duration in Hours","6","Share of Tours",0.00486648947780888
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Driving age student","Duration in Hours","7","Share of Tours",0.12144022338363
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Driving age student","Duration in Hours","8","Share of Tours",0.0210413796579881
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Driving age student","Duration in Hours","12","Share of Tours",0.00235488909531568
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Full-time worker","Duration in Hours","1","Share of Tours",0.15051916080163
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Full-time worker","Duration in Hours","2","Share of Tours",0.288040397984196
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Full-time worker","Duration in Hours","3","Share of Tours",0.288760684352682
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Full-time worker","Duration in Hours","4","Share of Tours",0.122244976665573
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Full-time worker","Duration in Hours","5","Share of Tours",0.0750583887167742
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Full-time worker","Duration in Hours","6","Share of Tours",0.0225829689116978
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Full-time worker","Duration in Hours","7","Share of Tours",0.0222730260730183
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Full-time worker","Duration in Hours","8","Share of Tours",0.00707485461635028
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Full-time worker","Duration in Hours","9","Share of Tours",0.00349875091412033
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Full-time worker","Duration in Hours","10","Share of Tours",0.00456115026868727
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Full-time worker","Duration in Hours","11","Share of Tours",0.0056454336238074
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Full-time worker","Duration in Hours","12","Share of Tours",0.00172966975254958
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Full-time worker","Duration in Hours","13","Share of Tours",0.0061685185459153
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Full-time worker","Duration in Hours","14","Share of Tours",0.00131839234536779
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Full-time worker","Duration in Hours","16","Share of Tours",0.00023667503571629
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Full-time worker","Duration in Hours","17","Share of Tours",0.000286951391914642
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-driving student","Duration in Hours","1","Share of Tours",0.0583444551551525
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-driving student","Duration in Hours","2","Share of Tours",0.340581819393208
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-driving student","Duration in Hours","3","Share of Tours",0.344031772793
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-driving student","Duration in Hours","4","Share of Tours",0.181350362988462
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-driving student","Duration in Hours","5","Share of Tours",0.0396424833374969
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-driving student","Duration in Hours","6","Share of Tours",0.00260686806123508
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-driving student","Duration in Hours","7","Share of Tours",0.00432211497207911
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-driving student","Duration in Hours","8","Share of Tours",0.00800545430896492
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-driving student","Duration in Hours","9","Share of Tours",0.00257420231249574
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-driving student","Duration in Hours","10","Share of Tours",0.0035936398811474
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-driving student","Duration in Hours","11","Share of Tours",0.00878495554774706
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-driving student","Duration in Hours","12","Share of Tours",0.00616187124901121
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working adult","Duration in Hours","1","Share of Tours",0.100496032449361
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working adult","Duration in Hours","2","Share of Tours",0.212513645265481
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working adult","Duration in Hours","3","Share of Tours",0.193625546152138
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working adult","Duration in Hours","4","Share of Tours",0.110400314336598
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working adult","Duration in Hours","5","Share of Tours",0.0911596963265441
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working adult","Duration in Hours","6","Share of Tours",0.0453474048352933
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working adult","Duration in Hours","7","Share of Tours",0.0539335830170542
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working adult","Duration in Hours","8","Share of Tours",0.0367896170793244
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working adult","Duration in Hours","9","Share of Tours",0.0215437030277444
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working adult","Duration in Hours","10","Share of Tours",0.0403561123933288
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working adult","Duration in Hours","11","Share of Tours",0.0428079239058657
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working adult","Duration in Hours","12","Share of Tours",0.00644211542816426
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working adult","Duration in Hours","13","Share of Tours",0.0392520567054485
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working adult","Duration in Hours","14","Share of Tours",0.00211186155781266
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working adult","Duration in Hours","15","Share of Tours",0.00162641709489849
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working adult","Duration in Hours","16","Share of Tours",0.000482215519398003
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working adult","Duration in Hours","17","Share of Tours",0.00111175490554501
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working senior","Duration in Hours","1","Share of Tours",0.0933081048620426
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working senior","Duration in Hours","2","Share of Tours",0.245618587418833
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working senior","Duration in Hours","3","Share of Tours",0.211119793297346
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working senior","Duration in Hours","4","Share of Tours",0.109640023999977
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working senior","Duration in Hours","5","Share of Tours",0.0948255759160838
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working senior","Duration in Hours","6","Share of Tours",0.0538072883626003
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working senior","Duration in Hours","7","Share of Tours",0.0532306797509551
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working senior","Duration in Hours","8","Share of Tours",0.0451010577827289
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working senior","Duration in Hours","9","Share of Tours",0.0384453548527624
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working senior","Duration in Hours","10","Share of Tours",0.0175627960908894
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working senior","Duration in Hours","11","Share of Tours",0.0129041694800206
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working senior","Duration in Hours","12","Share of Tours",0.00527303928477041
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working senior","Duration in Hours","13","Share of Tours",0.00789073500884981
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working senior","Duration in Hours","14","Share of Tours",0.00418905626172397
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working senior","Duration in Hours","15","Share of Tours",0.00567422042282795
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Non-working senior","Duration in Hours","17","Share of Tours",0.00140951720758849
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Part-time worker","Duration in Hours","1","Share of Tours",0.124604174472759
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Part-time worker","Duration in Hours","2","Share of Tours",0.342665335808733
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Part-time worker","Duration in Hours","3","Share of Tours",0.179383290088134
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Part-time worker","Duration in Hours","4","Share of Tours",0.164889940041814
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Part-time worker","Duration in Hours","5","Share of Tours",0.057877693422248
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Part-time worker","Duration in Hours","6","Share of Tours",0.0591813626376272
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Part-time worker","Duration in Hours","7","Share of Tours",0.0276573529375004
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Part-time worker","Duration in Hours","8","Share of Tours",0.0147503787366809
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Part-time worker","Duration in Hours","9","Share of Tours",0.014828609300651
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Part-time worker","Duration in Hours","10","Share of Tours",0.00135069266893492
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Part-time worker","Duration in Hours","11","Share of Tours",0.00545928598992529
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Part-time worker","Duration in Hours","12","Share of Tours",0.00060180501277801
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Part-time worker","Duration in Hours","13","Share of Tours",0.00284883839162553
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Part-time worker","Duration in Hours","15","Share of Tours",0.00296691889254494
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Part-time worker","Duration in Hours","16","Share of Tours",0.00049421001887115
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Part-time worker","Duration in Hours","17","Share of Tours",0.000440111579171946
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Pre-school","Duration in Hours","1","Share of Tours",0.0785956993975031
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Pre-school","Duration in Hours","2","Share of Tours",0.260263083988041
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Pre-school","Duration in Hours","3","Share of Tours",0.247343523608137
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Pre-school","Duration in Hours","4","Share of Tours",0.141232576362069
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Pre-school","Duration in Hours","5","Share of Tours",0.0512242910854265
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Pre-school","Duration in Hours","6","Share of Tours",0.0160297002573781
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Pre-school","Duration in Hours","7","Share of Tours",0.0364477909941528
"CHTS","Share of Discretionary tours by person type and duration","Person Type","Pre-school","Duration in Hours","8","Share of Tours",0.0102035135996984
